_step,reward/mean
151,0.3044619459849325
152,0.32382802839300867
153,0.31608158714565343
154,0.2969511214663102
155,0.31284295509582377
156,0.3018860356868876
157,0.32018735896825967
158,0.3133534165957875
159,0.3167172741465506
160,0.3270813209945532
161,0.303216696411066
162,0.3216498756817208
163,0.3099020938796862
164,0.31095845864334865
165,0.31535024099583814
166,0.30219374014654804
167,0.30594598677668616
168,0.3236274939845753
169,0.3224497485281744
170,0.30983920426220335
171,0.3185701966599434
172,0.30457678826804735
173,0.3210811525744986
174,0.3217194515332029
175,0.31326850159751357
176,0.3230784676137901
177,0.319793753234282
178,0.31842724735864214
179,0.32719287710776457
180,0.3176543776770723
181,0.3116358182879193
182,0.3124735119362557
183,0.3102681317448874
184,0.32361646917006426
185,0.325944067342292
186,0.3202096790363068
187,0.3197769789987328
188,0.303121344517584
189,0.309380589397636
190,0.3298010538146754
191,0.3196711678742491
192,0.3151060092458775
193,0.31521428416574165
194,0.31311086038121333
195,0.31216235228215095
196,0.3279415950653233
197,0.32343811398410927
198,0.3230677842953151
199,0.3144702458989098
200,0.3164021802311876
201,0.3162472019685531
202,0.3065569151350007
203,0.3220415536786693
204,0.3123191621441174
205,0.3146664442242818
206,0.32220227596219764
207,0.32090076937036227
208,0.2931228824521644
209,0.32563480109210663
210,0.3115723272219366
211,0.3229965724244684
212,0.32953393775221806
213,0.32236883848756376
214,0.31303408013666556
215,0.3140831070784262
216,0.32218747353008464
217,0.31309754628631636
218,0.32780093096716534
219,0.3250338924325093
220,0.31041867123908506
221,0.3331175973689203
222,0.321825146957837
223,0.3122080812445656
224,0.3027914466976561
225,0.29986738116864753
226,0.32909887980250535
227,0.30700587454009554
228,0.3156893917456287
229,0.32468560491674653
230,0.31137072426854406
231,0.3199394102249914
232,0.31481670179213445
233,0.30302032517757616
234,0.328983806592232
235,0.3189278120322553
236,0.32528662750300374
237,0.34177723434010654
238,0.31498745565621744
239,0.3185232754438641
240,0.3233783487404428
241,0.314641331841609
242,0.324617932536886
243,0.324095241256824
244,0.3194442527719366
245,0.3201686865485993
246,0.31725495663261766
247,0.3250495663329843
248,0.326506957988016
249,0.333316675540413
250,0.3233794140833487
251,0.32869082959581175
252,0.33028644604531254
253,0.3066353376228378
254,0.2942085263821254
255,0.32466452748265967
256,0.31895980992309103
257,0.30256832776899106
258,0.32429268324747174
259,0.3309038793575133
260,0.3296002041234505
261,0.335395802288319
262,0.3204353819017185
263,0.3407590408813238
264,0.3252934382991647
265,0.33488264983496224
266,0.32231537352949047
267,0.3231467201206447
268,0.3238018128689304
269,0.3230223563915394
270,0.3239025877797387
271,0.31865454692957584
272,0.31834415462286664
273,0.31865553887221304
274,0.31292278663301965
275,0.3280091394182665
276,0.3066224607633224
277,0.32582602296663626
278,0.3268314049968642
279,0.32055720367554164
280,0.32566034764679175
281,0.32929358089400096
282,0.3185713614489717
283,0.3115042428370177
284,0.3290420841345465
285,0.32570005430419846
286,0.31694706426309427
287,0.33297775650288713
288,0.32783790932155266
289,0.314118713481471
290,0.33067316636146127
291,0.32386043483629995
292,0.3242238251312116
293,0.33638617518848035
294,0.30909223375766803
295,0.3325963685212501
296,0.3290674927519563
297,0.343180732809382
298,0.3100077657360907
299,0.3198246225973845
300,0.309356164371916
301,0.3102797051476862
302,0.3078971998844219
303,0.32177232702836767
304,0.313324223564421
305,0.3270858504116846
306,0.30896034720557286
307,0.3174780529910266
308,0.3316523351476732
309,0.3337064231715404
310,0.3141489513485439
311,0.3218405472929747
312,0.31818336480656517
313,0.32507627385274374
314,0.3231596893188121
315,0.32283502836702005
316,0.3129738867242378
317,0.31168663054098894
318,0.32164041219891015
319,0.31778848861010156
320,0.3208020488332539
321,0.32021846929378367
322,0.3386888932202947
323,0.3147315261466316
324,0.33727218300502676
325,0.31818296433002513
326,0.3203167623107065
327,0.3206101643557291
328,0.3270266181897361
329,0.3164228746489559
330,0.316615040262999
331,0.32548962581579044
332,0.3066683206407733
333,0.33107412422857013
334,0.2985566682662494
335,0.31518531255879023
336,0.3258390530632566
337,0.3258123651210325
338,0.32124909896187404
339,0.32479128539439095
340,0.31449803298425305
341,0.34550998588361487
342,0.33254576429020843
343,0.32540620878060184
344,0.3253821597951969
345,0.32857550656164447
346,0.3289553744868223
347,0.319818431901839
348,0.3307980264805407
349,0.3313070062227493
350,0.3192064324239413
351,0.32219870498807723
352,0.3204671446488247
353,0.3265948132797075
354,0.32579905545178667
355,0.3293552935087975
356,0.3270976221216734
357,0.31099926669196787
358,0.3359681656681711
359,0.3190901110528551
360,0.3173461469616399
361,0.3233634969107971
362,0.3261600161541914
363,0.32739061656065743
364,0.32388690128956166
365,0.33352516401281407
366,0.3256147911140591
367,0.3372102274421741
368,0.3238060785534273
369,0.33347335374113274
370,0.3172898991949412
371,0.32661842717687944
372,0.3141832978661899
373,0.33669059968489423
374,0.31374223576396015
375,0.30492256887051417
376,0.3342309411452218
377,0.3308120403391061
378,0.30204943268806306
379,0.33314234517280383
380,0.3394276177987152
381,0.3216260867425329
382,0.3097346470999601
383,0.326602886019683
384,0.30890445404714634
385,0.3316873396418633
386,0.32550819126060604
387,0.3489838853903244
388,0.3283121662971962
389,0.32635917250088536
390,0.3278160235229035
391,0.3209527651625169
392,0.3204134660905438
393,0.3206978432339208
394,0.339513462841603
395,0.34117732474194934
396,0.32008193394676726
397,0.3088454710412849
398,0.31541185271190875
399,0.31831187751477197
400,0.3224753429854172
401,0.29886648556112383
402,0.31357667401430483
403,0.3233585586040231
404,0.30621269559701264
405,0.3182801155160816
406,0.32600280486127076
407,0.3006871153978429
408,0.34384911332681417
409,0.32879836993956524
410,0.3337039340651512
411,0.3216630160630732
412,0.3349780032611
413,0.3376660203891588
414,0.32934759598841407
415,0.3384346839189616
416,0.33748082171091137
417,0.3254226038261366
418,0.31751025121519855
419,0.32336953379747785
420,0.3389562195369369
421,0.3348713145072989
422,0.3255924944176286
423,0.3430585974805024
424,0.3440332478464835
425,0.33835728852205815
426,0.33867344848234177
427,0.32478397620826577
428,0.33831528861563054
429,0.31638962444293517
430,0.3262763648479158
431,0.3483536777619923
432,0.3434195319225718
433,0.32925377915215825
434,0.33662384901799747
435,0.3451840865972322
436,0.341800901481224
437,0.3277507797970143
438,0.318149706324951
439,0.3398772468035959
440,0.3154407158715982
441,0.32322326134328294
442,0.3384731379660451
443,0.3205223801984861
444,0.335971491996446
445,0.34346838090886694
446,0.3283626779098
447,0.34404732957540257
448,0.33644281010346755
449,0.3340005211901568
450,0.3424342424843595
451,0.32649007962194443
452,0.32861607877775356
453,0.3332641385816791
454,0.32651779320509455
455,0.31797512509513104
456,0.33306858390109295
457,0.3283162618692169
458,0.33079945234042674
459,0.3225640108945482
460,0.3403122153146748
461,0.33095663656409824
462,0.33301633579297707
463,0.3351570778939725
464,0.35016575744913514
465,0.32064375170838066
466,0.3263119569924229
467,0.3295858674555803
468,0.32908270546435514
469,0.3242022110387669
470,0.3173654918471799
471,0.328635212856776
472,0.34168400477412925
473,0.3370578329788777
474,0.3386419607833071
475,0.32410262105942944
476,0.33125850458452855
477,0.3410001911623961
478,0.3182883384250356
479,0.33540799619441064
480,0.3219937969969582
481,0.32199916846647303
482,0.32045465999314804
483,0.3558545121156722
484,0.3404417381888567
485,0.33008210020807416
486,0.33154863204662793
487,0.3292147667022637
488,0.33295666168991167
489,0.3487621747898471
490,0.32759990466822525
491,0.3226625256168022
492,0.32837380339982025
493,0.31984142370206325
494,0.32681790427771673
495,0.33592759958074236
496,0.3135708801337248
497,0.33455213901278325
498,0.33137308823425393
499,0.33056866787773687
500,0.30189641087835584
501,0.33873785574726634
502,0.3196204268328544
503,0.32229248002693545
504,0.3249096739892061
505,0.33459737728124256
506,0.3084249754994606
507,0.31803239162444885
508,0.3286974835268138
509,0.3448408946928208
510,0.3275561175096372
511,0.32480954420476466
512,0.3270044413084837
513,0.32371074161990127
514,0.34513092807462753
515,0.33671455514784054
516,0.3400994240434823
517,0.3355952308250413
518,0.3215941099580427
519,0.3507457158700221
520,0.32734288575563264
521,0.3442433514498887
522,0.3217201208547794
523,0.34168659173405513
524,0.33463766183342647
525,0.3259725118924996
526,0.31430434834094534
527,0.33564448059504515
528,0.32842225048629625
529,0.3307109713262774
530,0.35852422315392435
531,0.33811296216975456
532,0.3252489293362708
533,0.3287866239434213
534,0.31550673717318206
535,0.33649445599219824
536,0.33673490401636286
537,0.30845989346817737
538,0.3300020097251901
539,0.32841733886693014
540,0.32972180995935874
541,0.34647830841094607
542,0.3450927184016897
543,0.3340005040485183
544,0.33627289249652037
545,0.32952801635322027
546,0.342773554741182
547,0.3027547936174161
548,0.3301556312763959
549,0.329602859517518
550,0.328850457062431
551,0.32473594155069196
552,0.34353529823369816
553,0.34122949243187434
554,0.33063145451933795
555,0.33677673280798204
556,0.3393142746891086
557,0.3339004792081513
558,0.3332237888564148
559,0.34242317339585193
560,0.3228889665792707
561,0.33770780575668796
562,0.34156326139687065
563,0.3343129541297104
564,0.3087069966604129
565,0.3212444129897525
566,0.33312701509037485
567,0.33228943564219815
568,0.3378801737572358
569,0.34570899565953883
570,0.3161888274881337
571,0.3438667024312567
572,0.3212088620234994
573,0.3164911442337633
574,0.3491646691217244
575,0.3372429853649107
576,0.3357759623925667
577,0.3290126680987361
578,0.32260489377795043
579,0.32817240489343347
580,0.32308977126737487
581,0.3310972672759631
582,0.3286242744204225
583,0.31341392381185074
584,0.33688868967544655
585,0.3531311738422446
586,0.3356029570273608
587,0.3318899957906942
588,0.3385108652085921
589,0.34317819684117645
590,0.32987910622621164
591,0.327818588496653
592,0.323793173419029
593,0.33483147526064794
594,0.3534822040934925
595,0.33486055972847684
596,0.329069696233675
597,0.3265460260562574
598,0.3272280565813488
599,0.33045549534326146
600,0.32715924636076144
601,0.3334415470743705
602,0.3238430567716458
603,0.3360398406077922
604,0.32665545193055634
605,0.3213575711114972
606,0.3365601241479574
607,0.3427836134230381
608,0.3326439256672462
609,0.33447450604577444
610,0.33388950639701054
611,0.3460863029333623
612,0.34084056034665505
613,0.3358238538790016
614,0.3468050675892699
615,0.3242341906953114
616,0.3160075998465188
617,0.3306368352826141
618,0.3270515586587422
619,0.3119931153542841
620,0.32723606711035774
621,0.33465927472391455
622,0.3253417772773688
623,0.31474018063761156
624,0.3351894463493704
625,0.34875519836335883
626,0.3345980435576307
627,0.3455016439919119
628,0.3156409361462095
629,0.33231443802803584
630,0.3254923708452292
631,0.3022245523140255
632,0.3449153562084179
633,0.33423515758143474
634,0.3507219938038704
635,0.33330911791570134
636,0.3553582358533859
637,0.32833190880244845
638,0.32170707505349727
639,0.3319099932516991
640,0.32679872421026723
641,0.34494329928495543
642,0.3189504412811583
643,0.3376601808930875
644,0.3344190982162615
645,0.3338280230340813
646,0.3308367489308952
647,0.3267765168315001
648,0.32863360418156606
649,0.3475735346318237
650,0.33882193636192603
651,0.33314244911960544
652,0.3248987598342591
653,0.3258884765820192
654,0.33954243976421494
655,0.33596302699434843
656,0.34024131339397434
657,0.331778839386799
658,0.3196242602362365
659,0.34416981484578146
660,0.3304740965350882
661,0.34215214110872305
662,0.3102666192540918
663,0.3350005492384944
664,0.35497720501808916
665,0.31988033643980507
666,0.326650660464472
667,0.32569162464425605
668,0.346664089176213
669,0.3300193382440487
670,0.3406840430642144
671,0.33633932856147486
672,0.32097681556952073
673,0.3357686991188045
674,0.35334955098500176
675,0.3384203051202451
676,0.3312314309065727
677,0.31970808442228593
678,0.3348495370483523
679,0.35175101002618936
680,0.32037794403859143
681,0.3229021912726738
682,0.3425983919764363
683,0.32110258396452673
684,0.3294415796282084
685,0.34249902753900474
686,0.32035497901836757
687,0.34310875902384613
688,0.33015297919776554
689,0.3233765558033039
690,0.33584559937526515
691,0.33318919519130963
692,0.3280355012628608
693,0.34357846883782167
694,0.3201525456347529
695,0.3393883061479751
696,0.32445106493233067
697,0.328533464695913
698,0.350165573042325
699,0.31774942689258906
700,0.3277037414440255
701,0.33606691400857724
702,0.34312478087495235
703,0.34378047089530644
704,0.3583588698654524
705,0.3244772998487037
706,0.3215384004512597
707,0.32894808319496915
708,0.32929045870766527
709,0.3427847638646401
710,0.3391228840612045
711,0.3318028106912481
712,0.34113186298525755
713,0.31315001076031335
714,0.3330785261154303
715,0.30307032422601093
716,0.33737245922331965
717,0.33582882585934126
718,0.32019745492542545
719,0.3349703569985669
720,0.3287230509006011
721,0.33334963467696
722,0.3323093636739115
723,0.33531635008770194
724,0.3379781212443508
725,0.31931552201139185
726,0.337541868211428
727,0.3266785855897888
728,0.33347966961174585
729,0.34547089812038084
730,0.3325644223500714
731,0.3427161918957907
732,0.33898342735078757
733,0.3372520893939201
734,0.33109012965792994
735,0.3495398736061168
736,0.33946836540851344
737,0.3321294037918122
738,0.3355567717983981
739,0.3595543376687219
740,0.3245961270431049
741,0.3247754835395407
742,0.34264854078759255
743,0.3133451803967693
744,0.34891127788034043
745,0.33483482285516547
746,0.3176014334462645
747,0.30900118683766
748,0.3422401356469914
749,0.33485407560653985
750,0.32965922146996074
751,0.3440590891026243
752,0.3356184766722734
753,0.31856813080556445
754,0.3335012356268965
755,0.320445026677994
756,0.32845746695042255
757,0.315771912070643
758,0.33742556931488044
759,0.3393752329587096
760,0.3198596518043022
761,0.3269619959536584
762,0.32211249418970533
763,0.3335102111994338
764,0.34305252711178624
765,0.3252345060014491
766,0.3342658070669703
767,0.33613692566745207
768,0.33535948266297055
769,0.3249549036036689
770,0.31568859680445993
771,0.313479816417204
772,0.3133997563519128
773,0.3338484945318454
774,0.3226779231423523
775,0.3302087430530769
776,0.32200819461064034
777,0.3315128827526955
778,0.31130219191695485
779,0.338345432312476
780,0.3381118194670184
781,0.339297414477894
782,0.34142569574861736
783,0.31990320372575914
784,0.3283627876952684
785,0.32115661769497816
786,0.34326436292586976
787,0.3293075941057306
788,0.3477270480701324
789,0.3239444218816755
790,0.31133879696624905
791,0.33548544079352877
792,0.32942604474636666
793,0.33187353472923226
794,0.330536004859895
795,0.3282469752787269
796,0.33791756954500485
797,0.3147021466773241
798,0.33291886765143713
799,0.33380565262216244
800,0.34168772339702624
801,0.3286753000633178
802,0.31848292605794826
803,0.3401900318398744
804,0.33351097428965043
805,0.33458517447712854
806,0.33238204916397374
807,0.31642179822796634
808,0.3291714720454742
809,0.33147646546563353
810,0.320344239076655
811,0.3264095198376782
812,0.31339297724860343
813,0.34150901640754877
814,0.3119847579622169
815,0.3305937970069287
816,0.33705791506327765
817,0.3297575084323822
818,0.32239886588314304
819,0.32882062122656264
820,0.3358889951488575
821,0.32592495431525215
822,0.3240623506187986
823,0.32455215026957684
824,0.3333084998259085
825,0.3355055504518881
826,0.3498063435461697
827,0.3177590978706365
828,0.33483590805334673
829,0.32891913123368954
830,0.3239716462555916
831,0.3136626682737203
832,0.34758654661249694
833,0.3419115935238572
834,0.31356644340546974
835,0.332404074891938
836,0.3375035396499838
837,0.34849377585901287
838,0.35854730187678835
839,0.31113212602887785
840,0.32517716443595346
841,0.32435251194225995
842,0.33454637469342946
843,0.3514662114747431
844,0.33040044597218315
845,0.3405713022771889
846,0.31461262088170794
847,0.33351441447701763
848,0.3143262742462647
849,0.3385797666608187
850,0.34348420745226843
851,0.33174668892358605
852,0.32822643853230016
853,0.34372810558946465
854,0.3376964926946314
855,0.33458008950348705
856,0.3379329466434108
857,0.330182840887154
858,0.3301072587879702
859,0.33041618568631875
860,0.33584893992678816
861,0.3431492841858203
862,0.34528167719567504
863,0.33951737559157913
864,0.33783009491172356
865,0.3308604490400232
866,0.35090864539633104
867,0.3444842733600125
868,0.3220205522498457
869,0.3372855578303745
870,0.34591054011399813
871,0.35135871457444895
872,0.3453048513222453
873,0.3521058206750568
874,0.3284974555927329
875,0.3402416639058372
876,0.3558971863098616
877,0.33323057974876424
878,0.3564951399942246
879,0.33202672792420773
880,0.3122482250807319
881,0.3254825813201849
882,0.3359961999644675
883,0.3199209143115372
884,0.32374988957432554
885,0.3248546225116905
886,0.3414879418472258
887,0.326249410813448
888,0.3226627340754077
889,0.339941623803066
890,0.35369632827868636
891,0.3339478961922514
892,0.3354741867674443
893,0.3347240865400426
894,0.3435865133928765
895,0.34161504088555933
896,0.33526269554923316
897,0.3347089991792704
898,0.3450190964635318
899,0.3210093553148159
900,0.3217563409482464
901,0.3571359591788753
902,0.3370558789124898
903,0.34838164771382624
904,0.36570155209147553
905,0.3505836676340473
906,0.3493151356449487
907,0.34051778915387537
908,0.32242179509445246
909,0.34193223012035767
910,0.3338311880724413
911,0.3240471328665103
912,0.34731398065547314
913,0.33253995914369017
914,0.3493693460537341
915,0.34343814619496216
916,0.3388286559575323
917,0.3410333626745349
918,0.3574363363738567
919,0.3251969989731301
920,0.35119064125190286
921,0.35178867524291435
922,0.33035814963369503
923,0.33220352196130926
924,0.35666084197691483
925,0.34806941670722524
926,0.35519501024351574
927,0.33031681140355273
928,0.33299637090758116
929,0.3452253233535023
930,0.3411883866437757
931,0.3389780461021443
932,0.33736141264758457
933,0.3343019811631448
934,0.3436061123693112
935,0.35254683995711467
936,0.3260871314699605
937,0.3500930720158498
938,0.3253800834276015
939,0.3445148334569984
940,0.34678655595148167
941,0.32672480328639214
942,0.3330290965247693
943,0.3489929823584039
944,0.31783191602114913
945,0.3368596864103421
946,0.3387691082595841
947,0.3390539982005309
948,0.34624824630997175
949,0.33588618982937335
950,0.3313735422239277
951,0.35304098037726517
952,0.33730984929556695
953,0.33557401890144406
954,0.33680604949157744
955,0.3323050002975374
956,0.3365448010088315
957,0.33250410277553033
958,0.3340720663754073
959,0.31420766279238344
960,0.346724516322094
961,0.3454323664381683
962,0.3356049059397428
963,0.3242743362479875
964,0.3365600378558616
965,0.32075431766967216
966,0.35552006415620707
967,0.3326517454710383
968,0.34894591973561173
969,0.340515021261826
970,0.3223996564278464
971,0.3423773276775175
972,0.3359042827604057
973,0.32400768894219645
974,0.34739369364503175
975,0.33424633245777857
976,0.32773762016984864
977,0.3302965545837263
978,0.326648148080821
979,0.35080024527606735
980,0.35331222159865605
981,0.31756181725012156
982,0.3414686480300865
983,0.3550775468605766
984,0.342985555675247
985,0.3281380157356473
986,0.33966979162768374
987,0.33081469931343116
988,0.3386787669277994
989,0.34565660698908895
990,0.33649556003259995
991,0.3271226092077477
992,0.3479281138765651
993,0.33174649312517845
994,0.3157062501638348
995,0.34694067051744876
996,0.3480004990123719
997,0.36506270386980955
998,0.34506671724290927
999,0.3486319575958414
