_step,loss/max,loss/min,loss/mean,loss/median,loss/std
102,0.0018037417903542519,-0.00136274634860456,-6.614292215090245e-05,-6.263422983465716e-05,0.0006812486099079251
103,0.0014498480595648289,-0.00172230857424438,-2.6785639420268126e-05,0.0,0.0006360774277709424
104,0.00108032813295722,-0.0017051523318514228,-8.773917215876281e-05,0.0,0.0006199322524480522
105,0.0016940295463427901,-0.0021476722322404385,-8.853233157424256e-05,0.0,0.0008147687185555696
106,0.001364486524835229,-0.002180592156946659,-0.00011070091568399221,-6.620489875786006e-05,0.0007229529437609017
107,0.0007560682133771479,-0.0018946562195196748,-0.00010747771011665463,-9.703177056508139e-06,0.0006478212308138609
108,0.0012109405361115932,-0.0018667886033654213,-0.00010983768152073026,-9.684616816230118e-05,0.0007545537664555013
109,0.001717848121188581,-0.0009860380087047815,-3.5065146221313626e-05,0.0,0.0005476824007928371
110,0.0017854997422546148,-0.004405470564961433,-7.654547516722232e-05,0.00015093342517502606,0.001298976014368236
111,0.0010705703170970082,-0.003208871465176344,-9.122751362156123e-05,0.0,0.0008265150827355683
112,0.0012861756840720773,-0.0019197153160348535,-3.4036493161693215e-05,0.0,0.0007094030734151602
113,0.00115179643034935,-0.001606467878445983,-5.253023118712008e-05,7.614916103193536e-05,0.0007127908756956458
114,0.0030410289764404297,-0.006870627403259277,-0.00012564216740429401,0.0,0.00157623877748847
115,0.001530195469968021,-0.002294731792062521,-2.3197299015009776e-05,-3.3003925636876374e-05,0.0007389251259155571
116,0.0013645978178828955,-0.00290957884863019,-0.00015165028162300587,-1.1787396942963824e-05,0.0009569596732035279
117,0.0023476292844861746,-0.004200087860226631,-0.0001310831430600956,0.0,0.0011069445172324777
118,0.0015645318198949099,-0.001669701305218041,-2.2747646653442644e-05,0.00014887202996760607,0.0008628647192381322
119,0.00136910704895854,-0.002107578096911311,-0.00022015272406861186,-9.361614502267912e-05,0.0008000884554348886
120,0.0014313224237412214,-0.0015428535407409072,-0.00019497160974424332,-0.0002853810728993267,0.0007592298788949847
121,0.0009210448479279876,-0.002079572295770049,-9.164149378193542e-05,-4.495838220464066e-05,0.0006296835490502417
122,0.0011099374387413263,-0.0011955423979088664,-7.324383477680385e-05,-8.50282158353366e-05,0.0005683843046426773
123,0.0013051375281065702,-0.001440996304154396,-0.00012233154848217964,-7.35948487999849e-05,0.0006322290282696486
124,0.0006224593962542713,-0.002037002006545663,-4.26564110966865e-05,0.0,0.0005499020917341113
125,0.001528850756585598,-0.003225453430786729,-7.6532072853297e-05,0.0,0.0008732739370316267
126,0.0017119525000452995,-0.00273880991153419,-7.828883826732635e-05,-0.00017291530093643814,0.0008426057174801826
127,0.0012259961804375052,-0.0011248342925682664,-7.315276889130473e-05,-3.8926511479076e-05,0.0005916293011978269
128,0.0011018579825758934,-0.0021085538901388645,-8.268100646091625e-05,-3.5044446121901274e-05,0.000671758723910898
129,0.0023212323430925608,-0.002052428899332881,-1.9530225472408347e-05,6.619571649935097e-05,0.0007614342030137777
130,0.0008309082477353513,-0.0023383733350783587,-0.0001436166639905423,-0.00015562512271571904,0.00065569271100685
131,0.001499479403719306,-0.002760798204690218,-8.081044506980106e-05,0.0,0.0008194454712793231
132,0.0012425759341567755,-0.0030101859010756016,-0.00012002472067251801,-0.0002361745573580265,0.000920982682146132
133,0.0018856364767998457,-0.003211966250091791,-0.00022935803281143308,-0.00010645864676916972,0.0010169032029807568
134,0.002062553307041526,-0.0014958917163312435,-0.00015617517055943608,-0.0003111656988039613,0.0009108256199397147
135,0.0012753137852996588,-0.0016050683334469795,-4.777557842317037e-05,0.0,0.0007088345009833574
136,0.0014912523329257965,-0.0018870806088671088,-6.28393972874619e-05,-3.7101963243912905e-05,0.0007423286442644894
137,0.0012218132615089417,-0.0031209061853587627,-0.0001453262520954013,0.0,0.0009807065362110734
138,0.0014172535156831145,-0.0017636496340855956,-0.00012456525291781873,-0.00010984182154061273,0.0006108500529080629
139,0.0011705466313287616,-0.002891565440222621,-0.00014934883802197874,-5.675042120856233e-05,0.0008839286747388542
140,0.0013771113008260727,-0.004106450360268354,-0.00017930335889104754,5.579295611823909e-05,0.0011727059027180076
141,0.0011300976620987058,-0.004725146573036909,-0.00014628135249949992,4.447231549420394e-05,0.00105384923517704
142,0.0007171136676333845,-0.0029892385937273502,-0.00017420013318769634,7.0803594098833855e-06,0.0008023966802284122
143,0.0013715606182813644,-0.004352207761257887,-0.00018508690118324012,-3.417543848627247e-05,0.0011478869710117579
144,0.00176168920006603,-0.0035470915026962757,-0.00010688824841054156,-5.639266873913584e-06,0.0009987882804125547
145,0.0010223120916634798,-0.0022773342207074165,-5.479055835166946e-05,0.0,0.0007674006628803909
146,0.001718724612146616,-0.002720051910728216,-0.0002564484893810004,-8.640593296149746e-05,0.0009548550006002188
147,0.0010121511295437813,-0.0015114687848836184,-0.00010085193207487464,-0.00010478357580723241,0.0006923501496203244
148,0.0024743545800447464,-0.00125299789942801,-0.00018768016889225692,-0.00022691661433782429,0.0007783567416481674
149,0.0012543410994112492,-0.004661820828914642,-0.00012113100819988176,6.256906544876983e-06,0.0011622359743341804
150,0.002029377268627286,-0.0015300463419407606,-0.00011217748397029936,-8.916600927477702e-05,0.000792862381786108
151,0.0011906936997547746,-0.0026130331680178642,-0.0001811571855796501,-1.674457780609373e-05,0.0007334915571846068
152,0.0008495115325786173,-0.001484010717831552,-3.908168582711369e-05,-5.3055064199725166e-05,0.000623981119133532
153,0.000754586944822222,-0.0017223075265064836,-0.00014786911197006702,-0.00013319140998646617,0.0005695316358469427
154,0.0034663050901144743,-0.0028793448582291603,-0.00010581014066701755,-0.00017163529992103577,0.0013110492145642638
155,0.0009768962627276778,-0.001769408816471696,-0.0001488790294388309,-0.00011368060950189829,0.0007259597186930478
156,0.0013980986550450325,-0.003257774282246828,-9.36749711399898e-05,0.0,0.0008517024689354002
157,0.001387101598083973,-0.02266758680343628,-0.0009636428439989686,1.825411345635075e-05,0.0044996473006904125
158,0.0011989108752459288,-0.006830981001257896,-0.00022898844326846302,0.0,0.0014475072966888547
159,0.0009036963456310332,-0.0032703583128750324,-0.00011775963503168896,-2.6978714231518097e-05,0.0007879508775658906
160,0.0014392082812264562,-0.002238508081063628,-7.683833973715082e-05,-0.00015136833826545626,0.0007709444034844637
161,0.0006029675132595003,-0.001956639112904668,-0.00012261117808520794,0.0,0.0005565223400481045
162,0.0011942816199734807,-0.004776682239025831,-0.0003607615944929421,-7.697204273426905e-05,0.0013146254932507873
163,0.001385397044941783,-0.0014866506680846214,-0.00012435864482540637,-4.475206515053287e-05,0.0007407772936858237
164,0.001694156089797616,-0.00516242440789938,-0.0001072137602022849,0.0,0.0012622253270819783
165,0.0016783277969807386,-0.0013199426466599107,-7.830179674783722e-05,-8.031776815187186e-06,0.0006234839092940092
166,0.002240655943751335,-0.00215170974843204,-0.00011411399464122951,-0.00018837048264686018,0.0010534574976190925
167,0.0011297891614958644,-0.002735474379733205,-0.00017153775843326002,-8.261369657702744e-05,0.0007658095564693213
168,0.0013664074940606952,-0.001918741618283093,-7.444514631060883e-05,4.272307705832645e-05,0.000920252176001668
169,0.0027555229607969522,-0.0037756164092570543,-0.00017004810797516257,-2.6882025849772617e-06,0.0012465844629332423
170,0.001801400212571025,-0.0026052561588585377,-0.00014273656415753067,-2.3477836293750443e-05,0.0008759377524256706
171,0.0011560532730072737,-0.0019437443697825074,-0.0001582150289323181,-9.839159611146897e-05,0.0005914060748182237
172,0.0012458456913009286,-0.001006407430395484,-8.780614734860137e-05,-0.00011991618521278724,0.0005441284738481045
173,0.001554151182062924,-0.0038702823221683502,-0.00027097685961052775,-4.32340893894434e-05,0.001109546865336597
174,0.001320275361649692,-0.003099046880379319,-0.0002057746023638174,-0.00011927825107704848,0.0010092213051393628
175,0.0013336102711036801,-0.0032712346874177456,-0.0001309717627009377,0.0,0.0010021681664511561
176,0.0009844345040619373,-0.0008198032737709582,-5.888281884836033e-05,-9.777204832062125e-05,0.0004840832552872598
177,0.0009326473227702081,-0.005182165652513504,-0.00026105926372110844,0.0,0.001212272560223937
178,0.0009969365783035755,-0.003143975278362632,-0.00016206267173402011,0.0,0.0008050086325965822
179,0.0017082646954804659,-0.0012230430729687214,-4.1076727939071134e-05,0.0,0.0006028756033629179
180,0.0009302262915298343,-0.0015119685558602214,-0.0001546012208564207,-0.00018042110605165362,0.0005786178517155349
181,0.0018400764092803001,-0.0015436335233971477,-4.2555417167022824e-05,-5.3045332606416196e-05,0.000814257247839123
182,0.0011272571282461286,-0.001565073151141405,-9.843599400483072e-05,-0.00010927768016699702,0.000709358137100935
183,0.001563087571412325,-0.00309998681768775,-9.454425889998674e-05,0.000116611787234433,0.0009870602516457438
184,0.0010105340043082833,-0.0014294203137978911,-7.306347106350586e-05,-0.00010271212522638962,0.0006310684257186949
185,0.0007884770748205483,-0.0018573118140920997,-0.0001677055115578696,-4.164559504715726e-05,0.000622619700152427
186,0.0008983698207885027,-0.002973702736198902,-7.217135862447321e-05,0.0,0.0007210365147329867
187,0.0008896524668671191,-0.004481066484004259,-0.00017179179121740162,0.0,0.0010617900406941772
188,0.0009742637048475444,-0.001161534572020173,-0.00016421439067926258,-0.000258234707871452,0.0005183977773413062
189,0.0013196920044720173,-0.0018732724711298943,-8.993198571261019e-05,0.0,0.0007044277735985816
190,0.0013640981633216143,-0.0020295679569244385,-0.00017480537644587457,-0.00018915894906967878,0.0007961103110574186
191,0.0015141853364184499,-0.008014597930014133,-0.0004449817643035203,-5.842356404173188e-05,0.0017454175977036357
192,0.0012521001044660807,-0.001629100413993001,-0.00012291352322790772,-0.00017221618327312171,0.0005960423150099814
193,0.0007107019191607833,-0.0028877779841423035,-0.00014488358283415437,-2.0045306428073673e-06,0.0007684291922487319
194,0.0014854965265840292,-0.0016697498504072428,-6.31480070296675e-05,2.665174542926252e-05,0.0006217486225068569
195,0.002091676229611039,-0.003164921887218952,-6.30481299594976e-05,4.67507425128133e-06,0.0010171119356527925
196,0.0014173936797305942,-0.005944490898400545,-0.00016712681099306792,0.0,0.0012466807384043932
197,0.0007861621561460197,-0.0019096372416242957,-0.00016090965073090047,-0.0001197754027089104,0.0005987004260532558
198,0.0008754878654144704,-0.0018417510436847806,-0.0001718176790745929,-0.0002540134300943464,0.0006765176658518612
199,0.002088078996166587,-0.002422422170639038,-0.00011035696661565453,-1.5279681974789128e-05,0.0010557196801528335
200,0.0015710513107478619,-0.0023641756270080805,-0.00019801684538833797,-0.00026459444779902697,0.0009356926893815398
201,0.0008905894355848432,-0.0013760968577116728,-7.986991840880364e-05,0.0,0.0005818471545353532
202,0.0013138259528204799,-0.0016506987158209085,-7.328492301894585e-06,0.0,0.000612002273555845
203,0.0027267951518297195,-0.005578490439802408,-0.00014744720829185098,0.0,0.0013765046605840325
204,0.0014265789650380611,-0.0017200319562107325,-0.00010412432311568409,-6.985593063291162e-05,0.0007664438453502953
205,0.001668707700446248,-0.004129920620471239,-0.0001315837725996971,0.0,0.0009778571547940373
206,0.0011579783167690039,-0.0031777238473296165,-0.00010969467257382348,0.0,0.0008156435214914382
207,0.0012490428052842617,-0.0023274142295122147,-0.00012884200259577483,0.0,0.000796824402641505
208,0.0007597453077323735,-0.0032692227978259325,-0.0002246193471364677,0.0,0.0007896381430327892
209,0.0021127904765307903,-0.001364909578114748,-0.0001238807017216459,-0.00023812496510799974,0.0007219277322292328
210,0.0013576603960245848,-0.002062889514490962,-0.00020612127264030278,-0.00015120387251954526,0.0008238868904300034
211,0.001234192168340087,-0.0029889310244470835,-0.00012425398745108396,-3.928184014512226e-05,0.00101666699629277
212,0.0014152012299746275,-0.001720319502055645,-0.00010456825111759827,-1.2312974831729662e-05,0.0007513249292969704
213,0.0016347639029845595,-0.002571580931544304,-5.0265443860553205e-05,0.0,0.0008320034248754382
214,0.0007828486850485206,-0.004498959518969059,-0.0002401827077846974,-3.139410546282306e-05,0.0009520375751890242
215,0.0008024527924135327,-0.002595330588519573,-0.00016082386719062924,-3.562564597814344e-05,0.0006723136175423861
216,0.0009820916457101703,-0.003047770820558071,-0.0001531443849671632,-0.00022100536443758756,0.0008692684932611883
217,0.0011801895452663302,-0.0019412832334637642,-9.031708759721369e-05,-0.00015121708565857261,0.0007044350495561957
218,0.0017971006454899907,-0.006006364244967699,-0.0001908726553665474,-0.00010903772636083886,0.0013247280148789287
219,0.0020994399674236774,-0.0017007202841341496,-5.658766895066947e-05,-0.00013609750021714717,0.0008764976519159973
220,0.0007066711550578475,-0.001342530595138669,-8.087880269158632e-05,0.0,0.00046455656411126256
221,0.001523072482086718,-0.0028343545272946358,-0.00010229250619886443,0.0,0.0008870657184161246
222,0.0009068392682820559,-0.0009527902584522963,-3.346805533510633e-05,0.0,0.0004960060468874872
223,0.0009547111112624407,-0.0018723912071436644,-7.991672464413568e-05,7.642131095053628e-05,0.0006424200837500393
224,0.001416532089933753,-0.002580848289653659,-0.00019240789697505534,-6.346610462060198e-05,0.0009106239303946495
225,0.0010183524573221803,-0.005888286512345076,-0.00025074780569411814,0.0,0.0013035247102379799
226,0.0017288014059886336,-0.00173465209081769,-0.00020892239990644157,-0.00038951574242673814,0.0008734017028473318
227,0.0012802033452317119,-0.0011047401931136847,-0.00010323925380362198,-8.658008300699294e-05,0.0006641621002927423
228,0.000708437233697623,-0.001844483194872737,-0.00013007955567445606,-8.449701272184029e-05,0.0006023163441568613
229,0.0015375105431303382,-0.003881043056026101,-0.00020717221195809543,-0.00018454801465850323,0.0010040150955319405
230,0.0008494507637806237,-0.0032249726355075836,-0.00027602084446698427,-0.00018903438467532396,0.0008529760525561869
231,0.0015479729045182467,-0.002381768776103854,-0.0001819274330046028,0.0,0.0009272313909605145
232,0.0019125344697386026,-0.002099555917084217,-2.7735195544664748e-05,0.0,0.0007125220727175474
233,0.00112158281262964,-0.005261333659291267,-0.00024840066907927394,0.0,0.0011928126914426684
234,0.0018725601257756352,-0.002451049629598856,-0.00019207601144444197,-0.00010191006731474772,0.000921301485504955
235,0.0012637588661164045,-0.003253520466387272,-0.00015999078459572047,-3.2153886422747746e-05,0.0009386263554915786
236,0.0030319548677653074,-0.0014859650982543826,-7.744491449557245e-05,-0.00024601633776910603,0.0010600144742056727
237,0.0016169606242328882,-0.007998996414244175,-0.0003134614380542189,7.62135605327785e-05,0.0016396124847233295
238,0.0015197303146123886,-0.0014887457946315408,-0.0001492311421316117,-0.00018053653184324503,0.0007443225476890802
239,0.004575385246425867,-0.0048872195184230804,-0.00023498700466006994,-0.00019233772763982415,0.0015183670911937952
240,0.0013771271333098412,-0.0015494065592065454,-8.794439054327086e-05,-4.578018342726864e-05,0.0005511018098331988
241,0.0008776873582974076,-0.0024814833886921406,-0.00013490310811903328,3.3576048735994846e-05,0.0008179824217222631
242,0.002042703563347459,-0.0015805145958438516,-0.00011593634553719312,-0.00020520013640634716,0.0008115628152154386
243,0.00207885866984725,-0.0019785123877227306,-6.754390051355585e-05,-0.00015227889525704086,0.0009811868658289313
244,0.0017916300566866994,-0.0028759853448718786,-0.00018099912267643958,0.0,0.0008409749716520309
245,0.0013744332827627659,-0.0024514137767255306,-6.972401024540886e-05,2.4652124920976348e-05,0.0008075096411630511
246,0.0011975744273513556,-0.0019434907007962465,-0.00021462174481712282,-1.196280209114775e-05,0.0007803919143043458
247,0.002998999785631895,-0.002188056241720915,-0.00010865993681363761,0.0,0.001013176515698433
248,0.0016144410474225879,-0.005064165219664574,-0.0001995737402467057,0.0,0.0011508823372423649
249,0.0010086422553285956,-0.0008505923906341195,-8.921926928451285e-05,-9.664698882261291e-05,0.0004593055055011064
250,0.0016389680095016956,-0.0024223937653005123,-7.657209789613262e-05,0.0,0.0008224705816246569
251,0.0015248637646436691,-0.0014770071720704436,-0.0001257322437595576,-0.0001257885742234066,0.0006841739523224533
252,0.00133325660135597,-0.002361557213589549,-0.00014194245159160346,-0.00029288354562595487,0.0007801236351951957
253,0.0015027776826173067,-0.0035216379910707474,-8.528904436388984e-05,0.0,0.0009307466680184007
254,0.0017016683705151081,-0.0017362850485369563,-9.063236211659387e-05,0.0,0.0008779374184086919
255,0.0017548662144690752,-0.002980461809784174,-0.00022763648303225636,-6.30242720944807e-05,0.0012945678317919374
256,0.0020581691060215235,-0.002582527231425047,-0.00010473497241036966,0.0,0.0010787767823785543
257,0.0019302982836961746,-0.001784457010217011,-5.336864705896005e-05,-6.316442886600271e-05,0.0007988357683643699
258,0.0012153080897405744,-0.0024616781156510115,-0.00016101117944344878,-0.00013009467511437833,0.0006748405285179615
259,0.0013137554051354527,-0.0011028664885088801,-8.212008833652362e-05,-0.000199678645003587,0.0005756669561378658
260,0.0009225403191521764,-0.003419409040361643,-0.00014321994967758656,0.0,0.0008905627182684839
261,0.001335224020294845,-0.003912176005542278,-0.00025433007976971567,0.0,0.001081703114323318
