_step,metrics/char_overlap_reward
0,0.03840884241345335
1,0.03947487846242615
2,0.04180112078129281
3,0.05430700636916808
4,0.05021870604771466
5,0.039492666632411404
6,0.04591972036510657
7,0.06008463747376513
8,0.05155913195427053
9,0.060559699895998
10,0.05066945233380045
11,0.04467120226710193
12,0.06090482258567339
13,0.053965817675474204
14,0.07044552600353007
15,0.038874123772928336
16,0.05152693366570625
17,0.05002772881008197
18,0.0585025835369445
19,0.07524236626414808
20,0.03586303502357663
21,0.05112626527224924
22,0.06298941463300227
23,0.07116503876561582
24,0.05414587891462632
25,0.07773897731967844
26,0.07540731112956357
27,0.06929437482838507
28,0.06241022386478572
29,0.06064484936604718
30,0.05644065120387066
31,0.0829597230932165
32,0.08590291936753447
33,0.08446718963490212
34,0.09577909868470662
35,0.07977411232326936
36,0.0944701733976688
37,0.07467104223337886
38,0.08598619354306167
39,0.05992353376706307
40,0.10401375520884548
41,0.12815840108512416
42,0.09240080888804324
43,0.11628418796903442
44,0.14108009904454039
45,0.1214300592171281
46,0.12911345424269477
47,0.1244921354888725
48,0.15662804169033817
49,0.19143098468053593
50,0.19312687332285444
51,0.17480762831808763
52,0.15415445733291883
53,0.1670458062428753
54,0.1296172979680069
55,0.1716728873544207
56,0.2424320196568559
57,0.21131715627939127
58,0.16994300582305127
59,0.18953094848688395
60,0.2242630136034608
61,0.21597446635485149
62,0.2383326166551864
63,0.27076478765451856
64,0.2245698828585143
65,0.2711921610316693
66,0.26302214051491934
67,0.20436165170349896
68,0.2591667109044739
69,0.2740380828905625
70,0.2577172748247587
71,0.28468069676421326
72,0.23481959084624077
73,0.21315304343595248
74,0.23759762310985455
75,0.2799978274517365
76,0.2240892509606141
77,0.2496670797645541
78,0.3266635617356257
79,0.2796836600855096
80,0.3225294171443338
81,0.3201070106218803
82,0.36977608008630886
83,0.33086393245884127
84,0.26160571826792406
85,0.33025209103754927
86,0.33182310142314475
87,0.38206001677439816
88,0.2654988517864826
89,0.3464548314594532
90,0.38534994394726463
91,0.28127859146868817
92,0.35142424257363225
93,0.3717249460567982
94,0.3510401853067867
95,0.33863293078636203
96,0.2818659306917015
97,0.3481808438326607
98,0.3362386751005417
99,0.30338054363270117
100,0.3132290967181586
101,0.3769916687304429
102,0.3686401705549277
103,0.3825675609776727
104,0.3467583927757108
105,0.35299121638505043
106,0.3691395002270448
107,0.3227200221929611
108,0.3750467040576134
109,0.37656903276007636
110,0.39380597933891415
111,0.40583406850869075
112,0.33247357889624846
113,0.35048486962202613
114,0.39782574565477913
115,0.39228450541123916
116,0.42367515289209096
117,0.3783213721970877
118,0.37955664829015134
119,0.3876393478905559
120,0.3769922411036762
121,0.41174074249513637
122,0.38023062139060626
123,0.3754094988812618
124,0.38197231756086925
125,0.3866155406168994
126,0.37380651546222377
127,0.4221803140996341
128,0.4313124825244882
129,0.3966298739599189
130,0.35251792660213055
131,0.39611824873316326
132,0.39289841726496044
133,0.3833029044983146
134,0.4072353067774983
135,0.42399342804624585
136,0.39666494457511753
137,0.40808980155474683
138,0.40753094332004464
139,0.38416109018143113
140,0.36650712625206494
141,0.41614859647322033
142,0.36753044093498455
143,0.41158237702625877
144,0.39781424688525724
145,0.37515856483721216
146,0.406484369439041
147,0.40626025367371676
148,0.39299370872479383
149,0.39812718914548867
150,0.3719371024712137
151,0.40178172458779726
152,0.43166502086601366
153,0.42256507202028387
154,0.371835226930702
155,0.4013091777873369
156,0.4125509834107116
157,0.44141950692471127
158,0.4067753006727023
159,0.42857817092474826
160,0.4647511625004863
161,0.38079023526306
162,0.4405250129303324
163,0.4033418918821972
164,0.4018115662614069
165,0.4177726835006691
166,0.37672528301764274
167,0.38551226190696974
168,0.44931459453692657
169,0.42255845246230045
170,0.4137924600285491
171,0.4120775331170871
172,0.3803322547455813
173,0.42490498923207076
174,0.4209648461322359
175,0.38841464971302975
176,0.4335544250054516
177,0.44863871698882163
178,0.40514132252778856
179,0.4486100406649467
180,0.4302780267782187
181,0.3935774211372428
182,0.3938142064398507
183,0.39824144673850614
184,0.41147564688522387
185,0.4371726500231481
186,0.4519396875343292
187,0.4330761025491293
188,0.3870022460098107
189,0.3937416895874924
190,0.452899787640747
191,0.4275544239897521
192,0.4371924809027187
193,0.41869101688063415
194,0.4039737162941448
195,0.3988202373098556
196,0.4448708788293637
197,0.45198145449170424
198,0.427545815953116
199,0.39586482527376965
200,0.40386563333781855
201,0.40614237788878194
202,0.37743440826428915
203,0.4086906087951323
204,0.408942147604062
205,0.41289314847530506
206,0.427623112804557
207,0.43771072786142673
208,0.38243823784929587
209,0.4518289068742235
210,0.3971512690028316
211,0.43536733604685507
212,0.46124390751109035
213,0.43997878977407634
214,0.39565310157618494
215,0.3949227420526579
216,0.4306166873541568
217,0.42285982710934134
218,0.4395184232939311
219,0.4184299126495594
220,0.4039634343594489
221,0.484170576130316
222,0.4207496821309059
223,0.37474865435490434
224,0.3730839710085728
225,0.37495740350963375
226,0.4410332839557085
227,0.40159183042504487
228,0.4081518973442151
229,0.42869385250581044
230,0.3929735560954676
231,0.4334782357606339
232,0.40535790890283535
233,0.3885091103305216
234,0.4488967447025434
235,0.42613668850949055
236,0.431506030930197
237,0.4839210489326756
238,0.41957476969592233
239,0.4094946649472176
240,0.4443407066858448
241,0.41629546737253686
242,0.46896368612192985
243,0.4160398223555485
244,0.4183670126421505
245,0.4124342995584728
246,0.39356634414117264
247,0.43913245778099297
248,0.4150062857294468
249,0.4710847601087208
250,0.4229821962284319
251,0.44448651405048706
252,0.4479365803686084
253,0.3721341417933224
254,0.3503552707691643
255,0.4427209393067174
256,0.4433119306061066
257,0.3690825099338847
258,0.4437918202552159
259,0.45509138339470945
260,0.46651734316189525
261,0.4610331409058806
262,0.4205698203087296
263,0.5043183628887616
264,0.4548514455880855
265,0.47205787343076366
266,0.4584663551131116
267,0.42770464636461686
268,0.40066998155244415
269,0.45071086711732933
270,0.4466660266963126
271,0.43193494727249415
272,0.4336769575690315
273,0.43322633717046155
274,0.43890309615055056
275,0.447549824110912
276,0.37781291698839076
277,0.44592895726678927
278,0.43931177420645295
279,0.4132050101931846
280,0.4295468554214589
281,0.4466308762638358
282,0.4327217030911996
283,0.3931726233228259
284,0.43186179420154747
285,0.4286042690859274
286,0.41975808663608793
287,0.47313250818980224
288,0.43269889370597725
289,0.40847626576368656
290,0.4462585104177585
291,0.4439594261092593
292,0.44374134393257314
293,0.465001467460259
294,0.3869299051301234
295,0.4625737789901789
296,0.45053270796869765
297,0.48302140958262413
298,0.3973875435570291
299,0.40561018060680265
300,0.42915323460308624
301,0.41109071343354864
302,0.4141105246506175
303,0.4347300782221956
304,0.41074863743790613
305,0.45212265793639905
306,0.3911282122859814
307,0.43764955156695845
308,0.4848507360920749
309,0.45574496619670135
310,0.38557392171836896
311,0.43930286356743703
312,0.4197742459078258
313,0.4498715275429393
314,0.44721934503156063
315,0.4500678380061167
316,0.4227063476836889
317,0.3917188204876828
318,0.41818244519368486
319,0.4039512786159842
320,0.44098847589547785
321,0.42307749023140573
322,0.5006563541483228
323,0.41360877659250667
324,0.4763685880162051
325,0.4156671933019114
326,0.43636275331489616
327,0.39979757681397454
328,0.42727176282368085
329,0.418946349091712
330,0.41850716652350006
331,0.44588835584437403
332,0.38751926148308746
333,0.47775548725330264
334,0.39258591505960194
335,0.40276503194199076
336,0.4372445158704165
337,0.4264704472569482
338,0.43147590404856856
339,0.4625717880435079
340,0.42338619272158995
341,0.4983541983912888
342,0.44569478127247086
343,0.4511723986249048
344,0.43830867844027005
345,0.4529185903834594
346,0.45682283428476056
347,0.4431667372751792
348,0.43802502654501924
349,0.46075073728257754
350,0.41517532364568044
351,0.4452600884549967
352,0.4156085181575435
353,0.427458172595649
354,0.469186531317375
355,0.45000292858294855
356,0.431358646322653
357,0.37892658700563575
358,0.4812410150681905
359,0.42183202937380593
360,0.43863621912550566
361,0.42176561259781664
362,0.4581419943720616
363,0.45980570218910977
364,0.4041545373934251
365,0.4692462699267076
366,0.47068579522803355
367,0.4911247509771751
368,0.436224868213565
369,0.46416208764453737
370,0.43346559023201137
371,0.4537423109046896
372,0.4121876693228328
373,0.4735478644958997
374,0.39635138529301484
375,0.40477530884120727
376,0.45245004612789474
377,0.4683823053731029
378,0.38415857917302
379,0.4721123564833998
380,0.49245756444000477
381,0.45836879398520447
382,0.43174658305068736
383,0.4656914373359692
384,0.4207046409249383
385,0.49308313087821026
386,0.44236421897785533
387,0.521007596594479
388,0.46803222792808047
389,0.4382292484544142
390,0.4666331310073747
391,0.43771843224131196
392,0.42580085639518683
393,0.44198671505169584
394,0.5071585530473008
395,0.4788380619199739
396,0.4626202943956328
397,0.40400460595047233
398,0.4071287302256901
399,0.4184078808774312
400,0.435025355349164
401,0.3723142522962329
402,0.4067212533796222
403,0.41157769561751817
404,0.37993800027267133
405,0.4055833511870095
406,0.420243009188659
407,0.3744976204145394
408,0.5067455666340708
409,0.44619482250626796
410,0.4659967050098217
411,0.41624035003262794
412,0.45963027604575957
413,0.47250978944579414
414,0.43550053574564174
415,0.466001544594808
416,0.4909604236587235
417,0.424722977531657
418,0.4388428762396832
419,0.4397759613981035
420,0.471284525897097
421,0.4886527499918517
422,0.4431475067800136
423,0.5058259407772621
424,0.5145342247625123
425,0.46655625287814795
426,0.4942490022534298
427,0.41466346363061446
428,0.45854770423886715
429,0.3909394726611046
430,0.44707995452152094
431,0.5200631246730568
432,0.4934276447319067
433,0.45638329308222003
434,0.48929600290248754
435,0.5095560356647324
436,0.46828882660254834
