progress/problems,perf/calls_to_generate,progress/total_problems,progress/samples,progress/total_tokens,prompt_len/max,seq_len/max,completion_len/max,step,time/generate_completions,seq_len/min,perf/problem_requests,time/step,metrics/pattern_reward,is_truncated/mean,completion_len/mean,_timestamp,metrics/affix_reward,progress/tokens,seq_len/mean,time/update_weights,progress/total_samples,batch/solve_all,_runtime,metrics/char_overlap_reward,_step,perf/throughput,batch/solve_none,batch/effective_batch_size,reward/mean,perf/completion_requests,time/save_ckpt,metrics/length_penalty_reward,prompt_len/min,prompt_len/mean,time/wait_for_weight_ckpt,completion_len/min,metrics/exact_match_reward,is_truncated/min,progress/ckpt_step,is_truncated/max
32,1,352,256,1540074.0,178,670.375,502.375,10,5.17983865737915,332.75,32,11.879420042037964,0,0.30078125,407.84765625,1762701080.3137496,0.998046875,137841,538.44140625,0.8582532405853271,2816,0,145.200379479,0.05066945233380045,10,26611.060520897303,0,1,0.1281429490318138,256,0.0,0.12136247376702483,96,130.59375,5.005967378616333,236.75,0,0,9,0.875
32,1,384,256,1665564.0,175,647.0,510.0,11,5.144754886627197,312.75,32,9.518793106079102,0,0.171875,369.0390625,1762701089.8361695,1.0,125490,490.1953125,0.9619019031524658,3072,0,154.119769323,0.04467120226710193,11,24391.832607261265,0,1,0.12724564077289321,256,0.0,0.12207600212981885,97,121.15625,3.003641366958618,210.75,0,0,10,0.75
32,1,416,256,1806121.0,463,975.0,512.0,12,5.601263999938965,354.75,32,8.91567587852478,0,0.3359375,409.01953125,1762701098.755594,0.9752604166666666,140557,549.05078125,0.8634762763977051,3328,0,163.618693688,0.06090482258567339,12,25093.80025678697,0,1,0.1306786179482466,256,0.0,0.1398107450963016,97,140.03125,2.0025131702423096,257.75,0,0,11,1.0
32,1,448,256,1942961.0,230,737.875,507.875,13,5.2064714431762695,328.375,32,9.494843482971191,0,0.26171875,399.4375,1762701108.254411,0.943359375,136840,534.53125,0.8544111251831055,3584,0,172.815882011,0.053965817675474204,13,26282.675607362813,0,1,0.123597326957993,256,0.0,0.12312150615265437,100,135.09375,3.0037360191345215,223.375,0,0,12,0.875
32,1,480,256,2072416.0,170,655.75,512.0,14,4.8609514236450195,349.75,32,9.193676948547363,0,0.19921875,380.02734375,1762701117.4516413,0.9765625,129455,505.68359375,0.8986759185791016,3840,0,181.819345747,0.07044552600353007,14,26631.617705598717,0,1,0.13350953926832343,256,0.0,0.14509456045078267,97,125.65625,3.003676176071167,249.5,0,0,13,1.0
32,1,512,256,2197545.0,163,634.25,499.25,15,4.281855583190918,337.0,32,8.999917030334473,0,0.13671875,367.50390625,1762701126.4550607,0.98828125,125129,488.78515625,0.8926284313201904,4096,0,190.551121724,0.038874123772928336,15,29223.078071855838,0,1,0.1234716625655138,256,0.0,0.11245808540618757,98,121.28125,3.0036892890930176,233.25,0,0,14,0.625
32,1,544,256,2320795.0,199,705.75,506.75,16,4.44858455657959,321.75,32,8.72860598564148,0,0.125,356.3828125,1762701135.187174,1.0,123250,481.4453125,0.877652645111084,4352,0,198.757927526,0.05152693366570625,16,27705.441682053577,0,1,0.12858685766266537,256,0.0,0.121876472863494,96,125.0625,3.002365827560425,223.75,0,0,15,0.625
32,1,576,256,2435284.0,160,629.0,486.0,17,4.844604253768921,289.5,32,8.202874898910522,0,0.078125,331.44140625,1762701143.3936985,1.0,114489,447.22265625,0.9519338607788086,4608,0,207.746518585,0.05002772881008197,17,23632.27087350465,0,1,0.1293167508270624,256,0.0,0.12874136710030673,96,115.78125,2.0025343894958496,192.5,0,0,16,0.625
32,1,608,256,2562500.0,192,641.625,502.625,18,4.648259162902832,311.875,32,8.98513412475586,0,0.15234375,370.03125,1762701152.382286,1.0,127216,496.9375,0.9201765060424805,4864,0,215.791241078,0.0585025835369445,18,27368.5256225158,0,1,0.132565455077722,256,0.0,0.13909958913555404,97,126.90625,3.0036492347717285,207.875,0,0,17,0.875
32,1,640,256,2688354.0,176,658.875,497.5,19,4.791659355163574,285.625,32,8.041096448898315,0,0.14453125,362.3671875,1762701160.4269254,1.0,125854,491.6171875,0.8295965194702148,5120,0,225.836859505,0.07524236626414808,19,26265.222686244917,0,1,0.13738085113253198,256,0.0,0.14888251919801573,96,129.25,2.002544641494751,189.625,0,0,18,0.75
32,1,672,256,2806738.0,170,650.875,487.875,20,4.7957987785339355,300.75,32,10.042250394821167,0,0.12109375,341.75,1762701170.472894,1.0,118384,462.4375,0.8444335460662842,5376,0,233.723262173,0.03586303502357663,20,24684.93893653097,0,1,0.12315421441936884,256,0.0,0.10654404943102345,103,120.6875,4.004603862762451,195.75,0,0,19,0.625
32,1,704,256,2920811.0,242,749.5,507.5,21,4.535865068435669,261.125,32,7.882394313812256,0,0.09375,318.66015625,1762701178.3589773,0.99609375,114073,445.59765625,0.9395325183868408,5632,0,242.821572543,0.05112626527224924,21,25149.11671288792,0,1,0.1284085207974234,256,0.0,0.12382595161982365,96,126.9375,2.002553701400757,158.125,0,0,20,0.875
32,1,736,256,3041774.0,168,630.375,462.375,22,4.816405296325684,228.625,32,9.094802141189575,0,0.078125,344.57421875,1762701187.4573073,1.0,120963,472.51171875,0.8664896488189697,5888,0,250.635082275,0.06298941463300227,22,25114.788427850886,0,1,0.1332683326736545,256,0.0,0.1378029983136937,96,127.9375,3.00363826751709,132.625,0,0,21,0.375
32,1,768,256,3161115.0,201,632.375,470.0,23,5.542696952819824,281.5,32,7.809988498687744,0,0.0859375,335.89453125,1762701195.2708104,0.98828125,119341,466.17578125,0.8486759662628174,6144,0,259.62231035,0.07116503876561582,23,21531.215041314095,0,1,0.13518529984513405,256,0.0,0.14749444728007255,97,130.28125,1.0015106201171875,181.5,0,0,22,0.625
32,1,800,256,3267392.0,192,663.125,471.125,24,4.244256019592285,248.25,32,8.983646631240845,0,0.0625,293.45703125,1762701204.2580473,0.96875,106277,415.14453125,0.8653056621551514,6400,0,267.42753125,0.05414587891462632,24,25040.195386283332,0,1,0.1269444546824154,256,0.0,0.1282685259966007,98,121.6875,3.003696918487549,146.25,0,0,23,0.5
32,1,832,256,3379537.0,174,630.75,457.75,25,4.553951025009155,247.625,32,7.801478385925293,0,0.0546875,307.16015625,1762701212.063193,0.994140625,112145,438.06640625,0.8132171630859375,6656,0,274.939131981,0.07773897731967844,25,24625.868698220034,0,1,0.137970495363212,256,0.0,0.1533909159951754,97,130.90625,2.0024220943450928,150.625,0,0,24,0.375
32,1,864,256,3488700.0,232,678.125,446.125,26,4.196362257003784,259.25,32,7.507846355438232,0,0.0390625,296.44921875,1762701219.5747128,0.97265625,109163,426.41796875,0.8878419399261475,6912,0,282.191893417,0.07540731112956357,26,26013.721722381215,0,1,0.13475339651197088,256,0.0,0.1493753952403878,96,129.96875,2.002607822418213,163.25,0,0,25,0.375
32,1,896,256,3585042.0,199,553.875,397.25,27,3.9222710132598877,210.375,32,7.249523162841797,0,0.015625,255.1171875,1762701226.827968,0.9641927083333334,96342,376.3359375,0.928436279296875,7168,0,290.291015842,0.06929437482838507,27,24562.810594754897,0,1,0.13259210566215568,256,0.0,0.1487597324209689,96,121.21875,2.002530097961426,114.375,0,0,26,0.125
32,1,928,256,3685855.0,180,660.25,480.25,28,3.769108772277832,233.75,32,8.095036268234253,0,0.03125,272.17578125,1762701234.9266424,1.0,100813,393.80078125,0.9270286560058594,7424,0,297.694707963,0.06241022386478572,28,26747.171835816887,0,1,0.13224715075675125,256,0.0,0.13176737322529394,96,121.625,3.00376033782959,131.75,0,0,27,0.5
32,1,960,256,3783017.0,175,546.375,380.375,29,5.0484678745269775,233.625,32,7.400050401687622,0,0.00390625,256.5703125,1762701242.3303995,0.998046875,97162,379.5390625,0.9573397636413574,7680,0,305.750274927,0.06064484936604718,29,19245.83901786316,0,1,0.13195326549608244,256,0.0,0.13346405415248674,97,122.96875,1.0013833045959473,136.625,0,0,28,0.125
32,1,992,256,3885652.0,194,606.625,451.625,30,3.7668330669403076,249.5,32,8.052356958389282,0,0.03125,272.73046875,1762701250.3863597,0.931640625,102635,400.91796875,0.8976011276245117,7936,0,312.972342895,0.05644065120387066,30,27247.02639487221,0,1,0.12415031909569338,256,0.0,0.13132084236612818,97,128.1875,3.0036401748657227,151.125,0,0,29,0.375
32,1,1024,256,3984744.0,204,580.125,376.125,31,4.949067831039429,235.0,32,7.217782497406006,0,0.00390625,257.671875,1762701257.607844,0.962890625,99092,387.078125,0.8681609630584717,8192,0,320.93545441,0.0829597230932165,31,20022.356407911302,0,1,0.13668077143033133,256,0.0,0.15866509541125362,97,129.40625,1.0014095306396484,124.75,0,0,30,0.125
32,1,1056,256,4085429.0,182,560.375,384.375,32,4.585986614227295,237.25,32,7.959597826004028,0,0.01171875,262.23828125,1762701265.5712445,0.9563802083333334,100685,393.30078125,0.9743046760559082,8448,0,327.939964907,0.08590291936753447,32,21954.92670816805,0,1,0.1383324561202861,256,0.0,0.17009234275630586,102,131.0625,2.0025229454040527,133.25,0,0,31,0.125
32,1,1088,256,4181412.0,205,533.5,353.5,33,3.713273048400879,239.125,32,7.000963449478149,0,0.00390625,244.27734375,1762701272.5757203,0.94921875,95983,374.93359375,0.9032161235809326,8704,0,335.090359411,0.08446718963490212,33,25848.624313080094,0,1,0.13705307753361068,256,0.0,0.1682517640442017,100,130.65625,2.00239896774292,134.125,0,0,32,0.125
32,1,1120,256,4276076.0,200,579.0,379.0,34,3.8917489051818848,214.0,32,7.146447658538818,0,0.01171875,242.375,1762701279.7258682,0.986328125,94664,369.78125,0.864863395690918,8960,0,342.221178105,0.09577909868470662,34,24324.282554291818,0,1,0.14445790731922564,256,0.0,0.17779516721522884,96,127.40625,2.002389669418335,118.0,0,0,33,0.125
32,1,1152,256,4364145.0,175,528.625,353.625,35,3.8038930892944336,227.5,32,7.127130031585693,0,0.0,222.14453125,1762701286.8567905,1.0,88069,344.01953125,0.9197783470153809,9216,0,349.192287761,0.07977411232326936,35,23152.333131511725,0,1,0.14149602712656523,256,0.0,0.17027469774607562,99,121.875,2.0025486946105957,124.5,0,0,34,0.0
32,1,1184,256,4449064.0,178,445.375,302.75,36,3.6565792560577393,215.125,32,6.967421293258667,0,0.0,209.83984375,1762701293.8278966,1.0,84919,331.71484375,0.9271130561828613,9472,0,356.159690453,0.0944701733976688,36,23223.618046653133,0,1,0.14771807753669888,256,0.0,0.19216028571443422,97,121.875,2.002577781677246,118.125,0,0,35,0.0
32,1,1216,256,4537918.0,242,690.25,448.25,37,4.643851041793823,205.125,32,6.963378667831421,0,0.00390625,218.6171875,1762701300.795071,0.99609375,88854,347.0859375,0.923011064529419,9728,0,362.923762593,0.07467104223337886,37,19133.688656317783,0,1,0.13797710035230273,256,0.0,0.156223446037513,99,128.46875,1.0014538764953613,100.125,0,0,36,0.125
32,1,1248,256,4626791.0,207,550.625,343.625,38,4.466863393783569,214.375,32,6.760024070739746,0,0.00390625,217.72265625,1762701307.559211,0.99609375,88873,347.16015625,0.8925848007202148,9984,0,369.925084984,0.08598619354306167,38,19896.06400851266,0,1,0.14155630792057863,256,0.0,0.16499796141310857,99,129.4375,1.0015034675598145,109.375,0,0,37,0.125
32,1,1280,256,4703829.0,147,445.75,311.0,39,4.692934274673462,196.375,32,6.997348070144653,0,0.0,183.6796875,1762701314.5605967,1.0,77038,300.9296875,0.932659387588501,10240,0,376.894297263,0.05992353376706307,39,16415.742367361487,0,1,0.13209637170907096,256,0.0,0.13407776637105562,97,117.25,1.0014452934265137,95.375,0,0,38,0.0
32,1,1312,256,4781702.0,188,460.75,289.375,40,3.675859212875366,177.25,32,6.965254783630371,0,0.0,176.91015625,1762701321.5298803,0.943359375,77873,304.19140625,0.9118666648864746,10496,0,383.395680969,0.10401375520884548,40,21184.97893696136,0,1,0.14452029993054413,256,0.0,0.19587740925850017,96,127.28125,2.002598524093628,81.25,0,0,39,0.0
32,1,1344,256,4863367.0,192,524.625,332.625,41,4.9078240394592285,185.25,32,6.497684955596924,0,0.0,187.28515625,1762701328.0313323,1.0,81665,319.00390625,0.8082964420318604,10752,0,390.786610138,0.12815840108512416,41,16639.757119124082,0,1,0.16190850283891442,256,0.0,0.24184548414593052,98,131.71875,9.584426879882812e-05,87.25,0,0,40,0.0
32,1,1376,256,4939872.0,185,460.125,280.25,42,5.148092269897461,187.75,32,7.3872971534729,0,0.00390625,174.50390625,1762701335.4222915,0.99609375,76505,298.84765625,0.8863508701324463,11008,0,396.777888016,0.09240080888804324,42,14860.844753570009,0,1,0.14511644914661243,256,0.0,0.1801794157933586,97,124.34375,1.0014019012451172,85.5,0,0,41,0.125
32,1,1408,256,5014792.0,206,466.625,291.25,43,3.760721445083618,177.875,32,5.987391233444214,0,0.0,163.0,1762701341.413484,0.9856770833333333,74920,292.65625,0.8577454090118408,11264,0,403.114555696,0.11628418796903442,43,19921.709462939016,0,1,0.15676920453041643,256,0.0,0.23296439068850802,101,129.65625,1.0014064311981201,76.875,0,0,42,0.0
32,1,1440,256,5087474.0,232,496.375,277.125,44,3.1592369079589844,175.375,32,6.3330442905426025,0,0.0,155.6328125,1762701347.7502744,0.9934895833333333,72682,283.9140625,0.8211841583251953,11520,0,410.153115566,0.14108009904454039,44,23006.188556766385,0,1,0.16569784185703593,256,0.0,0.25421909143196336,97,128.28125,2.0025734901428223,71.375,0,0,43,0.0
32,1,1472,256,5162553.0,186,473.25,309.25,45,3.7589097023010254,176.0,32,7.0344297885894775,0,0.0,158.21484375,1762701354.788578,0.9765625,75079,293.27734375,0.9201092720031738,11776,0,416.149103674,0.1214300592171281,45,19973.61095267604,0,1,0.1553555565113803,256,0.0,0.2227552977863645,96,135.0625,2.0017757415771484,72.0,0,0,44,0.0
32,1,1504,256,5234024.0,180,414.75,234.75,46,3.7283577919006348,158.125,32,5.992076873779297,0,0.0,149.77734375,1762701360.784619,1.0,71471,279.18359375,0.8919074535369873,12032,0,422.839782671,0.12911345424269477,46,19169.56579523063,0,1,0.1605367151992178,256,0.0,0.23142682900452582,97,129.40625,1.0014843940734863,61.125,0,0,45,0.0
32,1,1536,256,5302804.0,243,467.625,231.125,47,3.3619346618652344,172.0,32,6.686863660812378,0,0.0,137.546875,1762701367.475313,1.0,68780,268.671875,0.9653186798095703,12288,0,429.245860906,0.1244921354888725,47,20458.458274093937,0,1,0.1566562750892509,256,0.0,0.2117189866098427,103,131.125,2.0025594234466553,68.0,0,0,46,0.0
32,1,1568,256,5375140.0,181,419.5,242.5,48,4.1973559856414795,165.125,32,6.4024717807769775,0,0.0,150.375,1762701373.8815436,1.0,72336,282.5625,0.86501145362854,12544,0,435.568917493,0.15662804169033817,48,17233.706230172167,0,1,0.17307013038900668,256,0.0,0.27829681367292697,96,132.1875,1.001392126083374,69.125,0,0,47,0.0
32,1,1600,256,5438487.0,184,373.125,216.125,49,3.6610586643218994,154.5,32,6.319427013397217,0,0.0,120.76171875,1762701380.2045736,0.98828125,63347,247.44921875,0.9621515274047852,12800,0,441.126376078,0.19143098468053593,49,17302.918583997376,0,1,0.1895567847712324,256,0.0,0.3496164189008346,97,126.6875,1.001457929611206,57.5,0,0,48,0.0
32,1,1632,256,5499645.0,185,364.25,181.125,50,3.303830146789551,153.5,32,5.553632497787476,0,0.0,113.1796875,1762701385.7620249,0.95703125,61158,238.8984375,0.9215829372406006,13056,0,447.791398393,0.19312687332285444,50,18511.24218944167,0,1,0.18552036965540236,256,0.0,0.3412791332722098,97,125.71875,1.00181245803833,56.5,0,0,49,0.0
32,1,1664,256,5564119.0,196,408.125,245.125,51,2.755748748779297,156.25,32,6.66155743598938,0,0.0,122.3515625,1762701392.4271762,1.0,64474,251.8515625,0.8394505977630615,13312,0,454.257901234,0.17480762831808763,51,23396.182263916402,0,1,0.18202035559467528,256,0.0,0.31372553287371846,98,129.5,2.002532958984375,51.25,0,0,50,0.0
32,1,1696,256,5624720.0,205,392.5,189.5,52,3.7769622802734375,143.5,32,6.462648153305054,0,0.0,105.69140625,1762701398.8934484,0.9674479166666666,60601,236.72265625,0.9250280857086182,13568,0,459.89415134,0.15415445733291883,52,16044.904741704946,0,1,0.17190704224638081,256,0.0,0.2955423940875358,101,131.03125,1.0013182163238525,42.5,0,0,51,0.0
32,1,1728,256,5681449.0,170,316.375,146.375,53,3.0023953914642334,143.625,32,5.632192611694336,0,0.0,98.28515625,1762701404.5296896,0.98828125,56729,221.59765625,0.9188401699066162,13824,0,465.856725343,0.1670458062428753,53,18894.580028093478,0,1,0.17966299326410667,256,0.0,0.3161713801035441,96,123.3125,1.0020928382873535,47.625,0,0,52,0.0
32,1,1760,256,5739885.0,203,315.5,154.625,54,3.374028205871582,156.375,32,5.958639621734619,0,0.0,98.328125,1762701410.4923174,0.95703125,58436,228.265625,0.9061663150787354,14080,0,471.80107131,0.1296172979680069,54,17319.35728880629,0,1,0.160835092538438,256,0.0,0.2613900529655775,102,129.9375,1.0019416809082031,51.375,0,0,53,0.0
32,1,1792,256,5797965.0,182,324.875,158.0,55,4.67775297164917,138.25,32,5.941157341003418,0,0.0,99.21875,1762701416.4371572,0.97265625,58080,226.875,0.9432201385498047,14336,0,477.539854783,0.1716728873544207,55,12416.21786186874,0,1,0.1822591842242385,256,0.0,0.3377265450223623,96,127.65625,7.009506225585938e-05,41.5,0,0,54,0.0
32,1,1824,256,5854502.0,177,312.0,141.0,56,2.4340481758117676,144.75,32,5.734553813934326,0,0.0,90.25390625,1762701422.1754794,0.9609375,56537,220.84765625,0.9782824516296387,14592,0,483.622255213,0.2424320196568559,56,23227.55998087204,0,1,0.20822010551086084,256,0.0,0.4242663438632643,98,130.59375,2.0024847984313965,41.75,0,0,55,0.0
32,1,1856,256,5910289.0,191,337.0,146.0,57,3.4125471115112305,133.125,32,6.078284502029419,0,0.0,89.85546875,1762701428.2577562,1.0,55787,217.91796875,0.9821813106536865,14848,0,489.603562283,0.21131715627939127,57,16347.613139704023,0,1,0.20220052604970815,256,0.0,0.39958063195886595,97,128.0625,1.0013206005096436,36.125,0,0,56,0.0
32,1,1888,256,5962908.0,249,389.375,140.375,58,4.356626272201538,137.75,32,5.972481727600098,0,0.0,78.51171875,1762701434.2342868,0.984375,52619,205.54296875,0.9141569137573242,15104,0,495.381083906,0.16994300582305127,58,12077.923767697886,0,1,0.1827527451287118,256,0.0,0.33551095976067724,96,127.03125,9.274482727050781e-05,41.75,0,0,57,0.0
32,1,1920,256,6014898.0,249,391.625,147.875,59,4.547529935836792,142.875,32,5.772877931594849,0,0.0,76.3671875,1762701440.0164707,0.9609375,51990,203.0859375,0.9090638160705566,15360,0,502.577608273,0.18953094848688395,59,11432.580045332525,0,1,0.18911936538877894,256,0.0,0.367462837942681,97,126.71875,7.271766662597656e-05,39.5,0,0,58,0.0
32,1,1952,256,6070061.0,497,788.5,291.5,60,4.667287826538086,131.5,32,7.192304849624634,0,0.0,82.41796875,1762701447.2130816,1.0,55163,215.48046875,0.8454632759094238,15616,0,507.244014482,0.2242630136034608,60,11819.069671757656,0,1,0.2095270269611617,256,0.0,0.4311628282697969,96,133.0625,1.0009489059448242,35.5,0,0,59,0.0
32,1,1984,256,6119519.0,174,299.25,146.25,61,3.1468217372894287,132.25,32,4.662357807159424,0,0.0,71.9453125,1762701451.8794796,1.0,49458,193.1953125,0.8146798610687256,15872,0,513.474077941,0.21597446635485149,61,15716.810206923743,0,1,0.20691414945189196,256,0.0,0.42479504120614453,96,121.25,7.653236389160156e-05,36.25,0,0,60,0.0
32,1,2016,256,6172068.0,193,314.0,124.0,62,3.2526328563690186,136.0,32,6.226317644119263,0,0.0,77.33203125,1762701458.1096897,0.95703125,52549,205.26953125,0.9368569850921631,16128,0,518.8862567,0.2383326166551864,62,16155.835078989376,0,1,0.20671601095418032,256,0.0,0.42230908415428703,99,127.9375,1.0013797283172607,34.0,0,0,61,0.0
32,1,2048,256,6222516.0,181,293.75,122.125,63,4.375199556350708,134.5,32,5.408087491989136,0,0.0,72.3125,1762701463.5217643,1.0,50448,197.0625,0.7240579128265381,16384,0,524.90608269,0.27076478765451856,63,11530.445491743001,0,1,0.23019596198157002,256,0.0,0.5069533630044422,97,124.75,4.8160552978515625e-05,34.375,0,0,62,0.0
32,1,2080,256,6269842.0,170,280.75,114.75,64,2.5454251766204834,133.125,32,6.015828371047974,0,0.0,64.9296875,1762701469.5416756,1.0,47326,184.8671875,0.779634952545166,16640,0,530.45360199,0.2245698828585143,64,18592.5716594168,0,1,0.2123407279348899,256,0.0,0.4495116757545802,96,119.9375,2.0025181770324707,37.125,0,0,63,0.0
32,1,2112,256,6317049.0,197,331.25,134.25,65,3.077061414718628,132.0,32,5.543356657028198,0,0.0,62.27734375,1762701475.0890071,0.97265625,47207,184.40234375,0.7600746154785156,16896,0,536.627729691,0.2711921610316693,65,15341.585245647979,0,1,0.22776613740358626,256,0.0,0.5084138679816823,96,122.125,1.0014402866363525,36.0,0,0,64,0.0
32,1,2144,256,6369680.0,188,349.875,161.875,66,3.3787338733673096,133.375,32,6.170448064804077,0,0.0,73.96484375,1762701481.2634149,0.94140625,52631,205.58984375,0.7531044483184814,17152,0,541.898571629,0.26302214051491934,66,15577.136872146417,0,1,0.2207805307869901,256,0.0,0.4935698512267079,97,131.625,1.0015006065368652,36.375,0,0,65,0.0
32,1,2176,256,6416758.0,223,334.75,131.75,67,4.25238561630249,134.625,32,5.26673436164856,0,0.0,61.2734375,1762701486.5339475,0.970703125,47078,183.8984375,0.7061333656311035,17408,0,547.659563184,0.20436165170349896,67,11070.962101723735,0,1,0.1983569926035311,256,0.0,0.40276233175220866,98,122.625,4.9114227294921875e-05,32.875,0,0,66,0.0
32,1,2208,256,6463728.0,184,279.25,137.25,68,3.4291512966156006,131.625,32,5.756953001022339,0,0.0,61.6953125,1762701492.2951145,1.0,46970,183.4765625,1.0186052322387695,17664,0,553.50329024,0.2591667109044739,68,13697.26673954486,0,1,0.22911381703662934,256,0.0,0.5152031657048971,97,121.78125,1.001500129699707,33.625,0,0,67,0.0
32,1,2240,256,6513598.0,192,348.875,156.875,69,3.7667429447174072,133.25,32,5.8396220207214355,0,0.0,68.1796875,1762701498.1386943,1.0,49870,194.8046875,0.7601144313812256,17920,0,559.220363057,0.2740380828905625,69,13239.554897139762,0,1,0.23217647626623922,256,0.0,0.5157923979208446,97,126.625,1.0014162063598633,34.625,0,0,68,0.0
32,1,2272,256,6561522.0,202,303.5,101.5,70,4.471117258071899,132.375,32,5.712935447692871,0,0.0,63.546875,1762701503.855738,1.0,47924,187.203125,0.936840295791626,18176,0,564.875208374,0.2577172748247587,70,10718.573733104573,0,1,0.2291256310017995,256,0.0,0.5172145069123184,98,123.65625,0.00010848045349121094,29.375,0,0,69,0.0
32,1,2304,256,6609520.0,164,249.75,90.5,71,4.573850393295288,134.25,32,5.650988340377808,0,0.0,59.7421875,1762701509.5107436,0.98828125,47998,187.4921875,0.772810697555542,18432,0,570.481256916,0.28468069676421326,71,10494.003054922669,0,1,0.23440182192209666,256,0.0,0.5242503837950265,100,127.75,0.00010418891906738281,31.25,0,0,70,0.0
32,1,2336,256,6653853.0,171,231.875,89.75,72,4.383202791213989,133.25,32,5.602076292037964,0,0.0,55.30078125,1762701515.1168592,1.0,44333,173.17578125,0.9211461544036865,18688,0,576.091018241,0.23481959084624077,72,10114.293613990276,0,1,0.2139655108531099,256,0.0,0.44667728455907846,98,117.875,6.937980651855469e-05,30.25,0,0,71,0.0
