progress/problems,perf/calls_to_generate,progress/total_problems,progress/samples,progress/total_tokens,prompt_len/max,seq_len/max,completion_len/max,step,time/generate_completions,seq_len/min,perf/problem_requests,time/step,metrics/pattern_reward,is_truncated/mean,completion_len/mean,_timestamp,metrics/affix_reward,progress/tokens,seq_len/mean,time/update_weights,progress/total_samples,batch/solve_all,_runtime,metrics/char_overlap_reward,_step,perf/throughput,batch/solve_none,batch/effective_batch_size,reward/mean,perf/completion_requests,time/save_ckpt,metrics/length_penalty_reward,prompt_len/min,prompt_len/mean,time/wait_for_weight_ckpt,completion_len/min,metrics/exact_match_reward,is_truncated/min,progress/ckpt_step,is_truncated/max
32,1,5504,256,10506945.0,179,213.125,34.125,171,4.002007722854614,109.25,32,5.015412092208862,0,0.0,15.6875,1762702055.967696,0.96875,37880,147.96875,0.7512435913085938,44032,0,1116.279150244,0.4120775331170871,171,9465.249100763946,0,1,0.3185701966599434,256,0.0,0.9285312669101731,98,132.28125,5.888938903808594e-05,9.625,0,0,170,0.0
32,1,5536,256,10542433.0,237,275.375,38.375,172,2.823496103286743,108.75,32,4.943519115447998,0,0.0,14.8125,1762702060.914836,0.953125,35488,138.625,0.8493974208831787,44288,0,1121.357341028,0.3803322547455813,172,12568.814937867111,0,1,0.30457678826804735,256,0.0,0.887985582126207,98,123.8125,1.0014159679412842,8.875,0,0,171,0.0
32,1,5568,256,10578229.0,202,214.25,24.875,173,3.970139980316162,108.125,32,5.074769496917725,0,0.0,13.890625,1762702065.993157,0.9609375,35796,139.828125,0.8471410274505615,44544,0,1126.578084954,0.42490498923207076,173,9016.306774440076,0,1,0.3210811525744986,256,0.0,0.9333760315205627,97,125.9375,7.43865966796875e-05,9.0,0,0,172,0.0
32,1,5600,256,10616161.0,235,263.625,28.625,174,4.127469778060913,109.0,32,5.2171690464019775,0,0.0,16.171875,1762702071.2137504,0.96875,37932,148.171875,0.8253514766693115,44800,0,1131.723334631,0.4209648461322359,174,9190.133917302834,0,1,0.3217194515332029,256,0.0,0.9376765487117049,98,132.0,4.982948303222656e-05,10.625,0,0,173,0.0
32,1,5632,256,10651216.0,163,186.125,23.125,175,4.049234867095947,107.875,32,5.141793966293335,0,0.0,14.93359375,1762702076.3591113,1.0,35055,136.93359375,0.8339967727661133,45056,0,1136.872077998,0.38841464971302975,175,8657.191086853636,0,1,0.31326850159751357,256,0.0,0.9039038110327173,97,122.0,7.200241088867188e-05,10.25,0,0,174,0.0
32,1,5664,256,10687462.0,178,199.875,23.125,176,4.130699872970581,107.25,32,5.144888877868652,0,0.0,14.6484375,1762702081.5077271,1.0,36246,141.5859375,0.7552814483642578,45312,0,1142.232411215,0.4335544250054516,176,8774.784204772977,0,1,0.3230784676137901,256,0.0,0.9091172174179987,97,126.9375,4.291534423828125e-05,9.625,0,0,175,0.0
32,1,5696,256,10726556.0,260,287.0,38.75,177,3.2796130180358887,112.875,32,5.3567094802856445,0,0.0,16.3984375,1762702086.8681085,0.9622395833333333,39094,152.7109375,0.8033430576324463,45568,0,1147.590676154,0.44863871698882163,177,11920.30882454931,0,1,0.319793753234282,256,0.0,0.8922803433545621,101,136.3125,1.0013697147369385,9.75,0,0,176,0.0
32,1,5728,256,10763125.0,210,242.375,32.375,178,3.205064535140991,110.0,32,5.354687452316284,0,0.0,14.97265625,1762702092.22642,1.0,36569,142.84765625,0.8852958679199219,45824,0,1152.942911316,0.40514132252778856,178,11409.754655187098,0,1,0.31842724735864214,256,0.0,0.9159932190205629,98,127.875,1.001401662826538,9.875,0,0,177,0.0
32,1,5760,256,10799729.0,185,206.625,29.5,179,3.988351821899414,108.25,32,5.34879469871521,0,0.0,14.953125,1762702097.5787113,0.98046875,36604,142.984375,0.8156614303588867,46080,0,1157.843552403,0.4486100406649467,179,9177.72594659608,0,1,0.32719287710776457,256,0.0,0.9294932931651682,99,128.03125,0.00010156631469726562,9.125,0,0,178,0.0
32,1,5792,256,10835259.0,196,219.375,28.25,180,3.814737319946289,108.5,32,4.8975114822387695,0,0.0,13.7265625,1762702102.4796474,0.96875,35530,138.7890625,0.8158667087554932,46336,0,1163.178016159,0.4302780267782187,180,9313.878524275495,0,1,0.3176543776770723,256,0.0,0.8981584821428572,97,125.0625,6.699562072753906e-05,9.375,0,0,179,0.0
32,1,5824,256,10870748.0,232,248.875,23.5,181,2.9913535118103027,107.25,32,5.33062481880188,0,0.0,13.97265625,1762702107.8138232,1.0,35489,138.62890625,0.8305435180664062,46592,0,1168.786478182,0.3935774211372428,181,11863.860242490304,0,1,0.3116358182879193,256,0.0,0.8861355604031385,96,124.65625,1.0013728141784668,9.0,0,0,180,0.0
32,1,5856,256,10907100.0,185,213.875,28.875,182,4.188826560974121,109.0,32,5.604942321777344,0,0.0,14.6875,1762702113.422244,0.96875,36352,142.0,0.9326207637786865,46848,0,1173.756110418,0.3938142064398507,182,8678.32541425307,0,1,0.3124735119362557,256,0.0,0.9122378043219035,99,127.3125,5.8650970458984375e-05,9.5,0,0,181,0.0
32,1,5888,256,10942459.0,181,207.0,26.0,183,3.684863805770874,110.75,32,4.96615195274353,0,0.0,14.33984375,1762702118.3918407,0.9401041666666667,35359,138.12109375,1.0163991451263428,47104,0,1179.529947095,0.39824144673850614,183,9595.741352672027,0,1,0.3102681317448874,256,0.0,0.9107295048701298,100,123.78125,5.3882598876953125e-05,10.25,0,0,182,0.0
32,1,5920,256,10975105.0,161,182.0,21.0,184,3.599395990371704,109.625,32,5.770240306854248,0,0.0,12.5546875,1762702124.165696,1.0,32646,127.5234375,0.9067132472991943,47360,0,1184.879320451,0.41147564688522387,184,9069.85507772061,0,1,0.32361646917006426,256,0.0,0.9421422652867966,99,114.96875,1.0013813972473145,9.125,0,0,183,0.0
32,1,5952,256,11009360.0,175,197.375,30.375,185,4.094271659851074,108.875,32,5.345443487167358,0,0.0,14.08984375,1762702129.5149193,0.9921875,34255,133.80859375,0.9778008460998535,47616,0,1190.129296607,0.4371726500231481,185,8366.56744981255,0,1,0.325944067342292,256,0.0,0.928605248917749,98,119.71875,4.744529724121094e-05,8.0,0,0,184,0.0
32,1,5984,256,11046794.0,232,248.875,31.0,186,4.197140693664551,108.75,32,5.246082305908203,0,0.0,14.8203125,1762702134.7649107,0.94140625,37434,146.2265625,0.7705233097076416,47872,0,1195.184684848,0.4519396875343292,186,8918.929035785106,0,1,0.3202096790363068,256,0.0,0.9045407768629397,99,131.40625,7.224082946777344e-05,8.375,0,0,185,0.0
32,1,6016,256,11083742.0,230,246.25,26.75,187,3.9173290729522705,110.25,32,5.05147647857666,0,0.0,14.734375,1762702139.8203099,0.9440104166666666,36948,144.328125,0.8459987640380859,48128,0,1200.040321668,0.4330761025491293,187,9431.936738506978,0,1,0.3197769789987328,256,0.0,0.9250714454816018,99,129.59375,6.890296936035156e-05,9.0,0,0,186,0.0
32,1,6048,256,11118247.0,175,198.75,23.75,188,3.6879794597625732,108.0,32,4.851760625839233,0,0.0,13.00390625,1762702144.6758294,0.9453125,34505,134.78515625,0.8901684284210205,48384,0,1205.328573533,0.3870022460098107,188,9356.07163121819,0,1,0.303121344517584,256,0.0,0.8745976354374791,97,121.78125,9.679794311523438e-05,8.0,0,0,187,0.0
32,1,6080,256,11153682.0,170,191.625,26.5,189,3.1506307125091553,104.875,32,5.284415245056152,0,0.0,14.35546875,1762702149.9642453,0.984375,35435,138.41796875,0.8566699028015137,48640,0,1210.784597974,0.3937416895874924,189,11246.954414336818,0,1,0.309380589397636,256,0.0,0.8812983432009167,96,124.0625,1.0018117427825928,8.875,0,0,188,0.0
32,1,6112,256,11189823.0,198,229.0,31.0,190,3.293470859527588,108.5,32,5.4525556564331055,0,0.0,13.86328125,1762702155.420394,1.0,36141,141.17578125,0.8823058605194092,48896,0,1216.24158219,0.452899787640747,190,10973.529611002548,0,1,0.3298010538146754,256,0.0,0.9281406419101731,99,127.3125,1.0014090538024902,9.0,0,0,189,0.0
32,1,6144,256,11227762.0,191,224.625,33.625,191,4.005842447280884,109.5,32,5.453027009963989,0,0.0,15.69921875,1762702160.877171,0.9921875,37939,148.19921875,0.8928689956665039,49152,0,1221.446289138,0.4275544239897521,191,9470.916667167607,0,1,0.3196711678742491,256,0.0,0.899610220508658,100,132.5,5.316734313964844e-05,9.5,0,0,190,0.0
32,1,6176,256,11265165.0,201,219.0,27.5,192,4.035034418106079,107.25,32,5.200912237167358,0,0.0,15.60546875,1762702166.0819633,0.9479166666666667,37403,146.10546875,0.8847513198852539,49408,0,1226.733865441,0.4371924809027187,192,9269.561576021406,0,1,0.3151060092458775,256,0.0,0.885838975991114,97,130.5,4.9591064453125e-05,8.0,0,0,191,0.0
32,1,6208,256,11300573.0,181,212.0,31.0,193,3.8760814666748047,107.375,32,5.284130811691284,0,0.0,14.15625,1762702171.369644,1.0,35408,138.3125,0.8635752201080322,49664,0,1231.662315047,0.41869101688063415,193,9134.998916928249,0,1,0.31521428416574165,256,0.0,0.8765072052640985,97,124.15625,6.580352783203125e-05,8.25,0,0,192,0.0
32,1,6240,256,11338053.0,192,207.125,37.625,194,3.864933729171753,106.25,32,4.924579858779907,0,0.0,15.65625,1762702176.2979138,0.9544270833333334,37480,146.40625,0.7830557823181152,49920,0,1237.527661629,0.4039737162941448,194,9697.449588102481,0,1,0.31311086038121333,256,0.0,0.9124893919270068,97,130.75,5.91278076171875e-05,8.625,0,0,193,0.0
32,1,6272,256,11373362.0,178,194.875,24.875,195,3.703677177429199,106.25,32,5.8611226081848145,0,0.0,13.70703125,1762702182.1629925,1.0,35309,137.92578125,0.8803350925445557,50176,0,1242.405855419,0.3988202373098556,195,9533.498279811936,0,1,0.31216235228215095,256,0.0,0.8826553654678655,96,124.21875,1.0022006034851074,8.375,0,0,194,0.0
32,1,6304,256,11410367.0,193,218.25,25.375,196,3.57574725151062,107.0,32,4.874290943145752,0,0.0,15.23828125,1762702187.0415115,0.96875,37005,144.55078125,1.0000224113464355,50432,0,1247.827705851,0.4448708788293637,196,10348.885812431727,0,1,0.3279415950653233,256,0.0,0.9472827953296703,97,129.3125,0.00010061264038085938,8.375,0,0,195,0.0
32,1,6336,256,11449815.0,297,331.875,35.375,197,4.049067258834839,107.5,32,5.4182212352752686,0,0.0,16.625,1762702192.4633672,0.9583333333333333,39448,154.09375,0.7924411296844482,50688,0,1252.339306938,0.45198145449170424,197,9742.490672123726,0,1,0.32343811398410927,256,0.0,0.9147232650162338,97,137.46875,7.176399230957031e-05,9.125,0,0,196,0.0
32,1,6368,256,11486144.0,189,229.5,40.5,198,3.3880844116210938,105.5,32,4.5077104568481445,0,0.0,14.81640625,1762702196.9749007,0.9791666666666667,36329,141.91015625,0.8284106254577637,50944,0,1257.168985903,0.427545815953116,198,10722.578184708715,0,1,0.3230677842953151,256,0.0,0.930946362920168,97,127.09375,4.982948303222656e-05,8.5,0,0,197,0.0
32,1,6400,256,11521773.0,204,236.0,32.0,199,2.7054691314697266,108.25,32,4.82602334022522,0,0.0,13.86328125,1762702201.804701,0.97265625,35629,139.17578125,0.846435546875,51200,0,1261.905577673,0.39586482527376965,199,13169.250236702868,0,1,0.3144702458989098,256,0.0,0.920211038961039,98,125.3125,1.0013515949249268,8.75,0,0,198,0.0
32,1,6432,256,11556871.0,171,196.0,29.0,200,2.153247594833374,107.5,32,3.2776217460632324,0,0.0,13.8828125,1762702206.5415685,1.0,35098,137.1015625,0.8598477840423584,51456,0,1268.217109213,0.40386563333781855,200,16300.02981738661,0,1,0.3164021802311876,256,1.455259084701538,0.9041936904241592,98,123.21875,6.341934204101562e-05,9.0,0,0,199,0.0
32,1,6464,256,11592509.0,200,224.875,25.75,201,3.7790703773498535,105.625,32,6.307537794113159,0,0.0,14.4921875,1762702212.8528872,0.974609375,35638,139.2109375,0.9665086269378662,51712,0,1280.649587416,0.40614237788878194,201,9430.361554947236,0,1,0.3162472019685531,256,0.0,0.9170519259386447,96,124.71875,1.0014336109161377,8.75,0,0,200,0.0
32,1,6496,256,11628431.0,187,210.375,27.375,202,2.1476705074310303,107.625,32,12.428829431533813,0,0.0,14.0703125,1762702225.285318,1.0,35922,140.3203125,0.9961199760437012,51968,0,1285.723732348,0.37743440826428915,202,16726.02937727569,0,1,0.3065569151350007,256,0.0,0.8738002232142856,98,126.25,9.009851932525635,8.0,0,0,201,0.0
32,1,6528,256,11663436.0,163,187.375,27.375,203,4.0581629276275635,108.625,32,5.070538759231567,0,0.0,13.80078125,1762702230.3593624,1.0,35005,136.73828125,0.7524597644805908,52224,0,1291.024546728,0.4086906087951323,203,8625.824202791242,0,1,0.3220415536786693,256,0.0,0.935356212797619,99,122.9375,6.437301635742188e-05,9.25,0,0,202,0.0
32,1,6560,256,11699546.0,194,216.0,29.0,204,3.1633102893829346,107.875,32,5.296809434890747,0,0.0,14.4296875,1762702235.6600738,0.96875,36110,141.0546875,0.8457603454589844,52480,0,1296.399573583,0.408942147604062,204,11415.25702400948,0,1,0.3123191621441174,256,0.0,0.8910382174886999,97,126.625,1.0014393329620361,9.0,0,0,203,0.0
32,1,6592,256,11732921.0,168,194.375,26.375,205,4.26717734336853,105.625,32,5.370967388153076,0,0.0,13.21484375,1762702241.0351307,1.0,33375,130.37109375,0.8267776966094971,52736,0,1301.434403025,0.41289314847530506,205,7821.329491230757,0,1,0.3146664442242818,256,0.0,0.8805854301948052,97,117.15625,6.246566772460938e-05,8.0,0,0,204,0.0
32,1,6624,256,11772121.0,202,229.875,27.875,206,3.623568534851074,106.25,32,5.031020641326904,0,0.0,15.3125,1762702246.0700345,0.984375,39200,153.125,0.785327672958374,52992,0,1305.455170186,0.427623112804557,206,10818.065016013583,0,1,0.32220227596219764,256,0.0,0.9216010226752415,97,137.8125,8.749961853027344e-05,9.0,0,0,205,0.0
32,1,6656,256,11808002.0,283,321.125,38.125,207,2.951150417327881,111.0,32,4.015201568603516,0,0.0,13.66015625,1762702250.0909903,0.9375,35881,140.16015625,0.7856154441833496,53248,0,1310.795967504,0.43771072786142673,207,12158.309447503001,0,1,0.32090076937036227,256,0.0,0.9307241586538462,100,126.5,8.034706115722656e-05,9.0,0,0,206,0.0
32,1,6688,256,11844888.0,193,219.75,26.75,208,3.2338056564331055,112.0,32,5.336572885513306,0,0.0,14.7109375,1762702255.4316788,0.91015625,36886,144.0859375,0.8214266300201416,53504,0,1315.501192016,0.38243823784929587,208,11406.375001732584,0,1,0.2931228824521644,256,0.0,0.8374640658820346,101,129.375,1.0015151500701904,9.125,0,0,207,0.0
32,1,6720,256,11883686.0,218,233.5,33.5,209,2.415369987487793,110.25,32,4.701062917709351,0,0.0,15.2734375,1762702260.1366396,0.9700520833333333,38798,151.5546875,0.9909329414367676,53760,0,1320.842615136,0.4518289068742235,209,16062.963521523876,0,1,0.32563480109210663,256,0.0,0.9217587425595237,101,136.28125,1.0013759136199951,8.875,0,0,208,0.0
32,1,6752,256,11920833.0,208,235.25,30.25,210,3.141998291015625,106.5,32,5.337291240692139,0,0.0,14.16796875,1762702265.4780576,0.9485677083333334,37147,145.10546875,0.8988196849822998,54016,0,1326.095129284,0.3971512690028316,210,11822.730809949784,0,1,0.3115723272219366,256,0.0,0.9152353505869131,97,130.9375,1.0014150142669678,8.25,0,0,209,0.0
32,1,6784,256,11955803.0,182,215.5,33.5,211,3.7803425788879395,105.875,32,5.249065637588501,0,0.0,13.8828125,1762702270.7311478,0.96875,34970,136.6015625,0.8526382446289062,54272,0,1332.010160725,0.43536733604685507,211,9250.484386070402,0,1,0.3229965724244684,256,0.0,0.9269873681006493,97,122.71875,9.202957153320312e-05,8.875,0,0,210,0.0
32,1,6816,256,11991576.0,190,221.375,31.375,212,3.7936344146728516,105.375,32,5.910687446594238,0,0.0,13.92578125,1762702276.6457586,0.91796875,35773,139.73828125,0.8425312042236328,54528,0,1336.005160821,0.46124390751109035,212,9429.743641516634,0,1,0.32953393775221806,256,0.0,0.9699218749999999,97,125.8125,1.0014073848724365,8.375,0,0,211,0.0
32,1,6848,256,12029831.0,237,270.125,49.125,213,2.5621724128723145,105.875,32,3.9899494647979736,0,0.0,15.65234375,1762702280.639479,0.966796875,38255,149.43359375,0.809664249420166,54784,0,1342.779480405,0.43997878977407634,213,14930.689210377675,0,1,0.32236883848756376,256,0.0,0.9179559535516566,97,133.78125,7.939338684082031e-05,8.0,0,0,212,0.0
32,1,6880,256,12063931.0,203,217.5,20.875,214,3.3576173782348633,107.25,32,6.770759344100952,0,0.0,12.265625,1762702287.4152303,0.93359375,34100,133.203125,0.8422379493713379,55040,0,1347.156071364,0.39565310157618494,214,10156.011289745811,0,1,0.31303408013666556,256,0.0,0.9369605654761906,97,120.9375,2.002349853515625,8.0,0,0,213,0.0
32,1,6912,256,12100432.0,497,526.875,29.875,215,3.2626864910125732,106.875,32,4.372682809829712,0,0.0,13.36328125,1762702291.7916665,0.96875,36501,142.58203125,0.833808422088623,55296,0,1352.252610125,0.3949227420526579,215,11187.406482524753,0,1,0.3140831070784262,256,0.0,0.9214903911192973,97,129.21875,6.67572021484375e-05,8.25,0,0,214,0.0
32,1,6944,256,12133649.0,153,172.125,19.125,216,2.978947877883911,105.625,32,5.093091249465942,0,0.0,11.97265625,1762702296.8884137,1.0,33217,129.75390625,0.8581862449645996,55552,0,1357.919985885,0.4306166873541568,216,11150.581131884597,0,1,0.32218747353008464,256,0.0,0.9070942403950217,97,117.78125,1.0014221668243408,8.625,0,0,215,0.0
32,1,6976,256,12170591.0,184,213.75,29.75,217,4.663444995880127,109.125,32,5.6633501052856445,0,0.0,14.5859375,1762702302.5554786,0.98046875,36942,144.3046875,0.7197206020355225,55808,0,1362.679922019,0.42285982710934134,217,7921.611605290946,0,1,0.31309754628631636,256,0.0,0.8698580390963203,100,129.71875,4.482269287109375e-05,9.0,0,0,216,0.0
32,1,7008,256,12206410.0,211,234.25,23.25,218,3.724703788757324,106.0,32,4.756450414657593,0,0.0,13.19921875,1762702307.315681,1.0,35819,139.91796875,0.7639405727386475,56064,0,1367.377150202,0.4395184232939311,218,9616.603636540536,0,1,0.32780093096716534,256,0.0,0.9326483087225275,97,126.71875,7.653236389160156e-05,8.375,0,0,217,0.0
32,1,7040,256,12243704.0,200,226.75,28.875,219,3.608905792236328,104.5,32,4.693351984024048,0,0.0,15.3359375,1762702312.012754,1.0,37294,145.6796875,0.8146436214447021,56320,0,1372.551511821,0.4184299126495594,219,10333.880169504246,0,1,0.3250338924325093,256,0.0,0.9423193993506493,96,130.34375,4.410743713378906e-05,8.25,0,0,218,0.0
32,1,7072,256,12280563.0,186,210.25,28.25,220,4.093905687332153,107.0,32,5.1706929206848145,0,0.0,15.07421875,1762702317.1871378,0.953125,36859,143.98046875,0.7977147102355957,56576,0,1377.205316158,0.4039634343594489,220,9003.382787750454,0,1,0.31041867123908506,256,0.0,0.8954232291146353,98,128.90625,7.605552673339844e-05,8.375,0,0,219,0.0
32,1,7104,256,12316959.0,179,198.0,23.0,221,3.5556511878967285,106.5,32,4.64986515045166,0,0.0,13.328125,1762702321.8408654,0.91796875,36396,142.171875,0.8297519683837891,56832,0,1382.455138137,0.484170576130316,221,10236.099683762652,0,1,0.3331175973689203,256,0.0,0.9632440476190476,97,128.84375,4.410743713378906e-05,8.0,0,0,220,0.0
32,1,7136,256,12353824.0,197,227.625,30.625,222,2.8043644428253174,105.125,32,5.246355772018433,0,0.0,15.25390625,1762702327.0909007,1.0,36865,144.00390625,0.8743119239807129,57088,0,1386.670650617,0.4207496821309059,222,13145.581022579063,0,1,0.321825146957837,256,0.0,0.9178347368777057,96,128.75,1.0015509128570557,8.0,0,0,221,0.0
32,1,7168,256,12388434.0,186,210.125,24.125,223,3.1142642498016357,105.375,32,4.212089538574219,0,0.0,13.8828125,1762702331.306432,0.9791666666666667,34610,135.1953125,0.8299546241760254,57344,0,1392.108285865,0.37474865435490434,223,11113.379348654982,0,1,0.3122080812445656,256,0.0,0.9289445580461205,97,121.3125,0.00010585784912109375,8.375,0,0,222,0.0
32,1,7200,256,12423100.0,206,224.875,22.0,224,2.2967689037323,106.25,32,5.433787822723389,0,0.0,13.2265625,1762702336.743932,0.96875,34666,135.4140625,0.8762547969818115,57600,0,1398.103538198,0.3730839710085728,224,15093.377458945473,0,1,0.3027914466976561,256,0.0,0.8753310166396104,96,122.1875,2.0024282932281494,8.625,0,0,223,0.0
32,1,7232,256,12458564.0,167,184.25,22.125,225,4.839128494262695,108.5,32,5.991677761077881,0,0.0,13.4375,1762702342.7392948,0.953125,35464,138.53125,0.8884601593017578,57856,0,1402.134597485,0.37495740350963375,225,7328.592336832214,0,1,0.29986738116864753,256,0.0,0.8637560031114718,98,125.09375,7.176399230957031e-05,8.0,0,0,224,0.0
32,1,7264,256,12494176.0,182,206.5,30.375,226,2.6950697898864746,107.125,32,4.0278730392456055,0,0.0,14.484375,1762702346.7706904,0.97265625,35612,139.109375,0.7687373161315918,58112,0,1407.773212032,0.4410332839557085,226,13213.758001235321,0,1,0.32909887980250535,256,0.0,0.9575106534090909,98,124.625,4.6253204345703125e-05,8.125,0,0,225,0.0
32,1,7296,256,12531201.0,203,228.0,25.0,227,3.456500291824341,105.75,32,5.634665250778198,0,0.0,14.50390625,1762702352.4088843,0.9153645833333334,37025,144.62890625,0.9102210998535156,58368,0,1412.353259625,0.40159183042504487,227,10711.701684960139,0,1,0.30700587454009554,256,0.0,0.9010070008116883,97,130.125,1.0013656616210938,8.125,0,0,226,0.0
32,1,7328,256,12566695.0,206,236.125,30.125,228,3.155395269393921,107.25,32,4.576279401779175,0,0.0,13.6484375,1762702356.9889317,1.0,35494,138.6484375,0.8913097381591797,58624,0,1417.799838468,0.4081518973442151,228,11248.669966732119,0,1,0.3156893917456287,256,0.0,0.8937267485119047,97,125.0,7.271766662597656e-05,8.375,0,0,227,0.0
32,1,7360,256,12601958.0,178,206.0,28.0,229,4.323439359664917,105.0,32,5.442944765090942,0,0.0,13.33984375,1762702362.4355142,0.97265625,35263,137.74609375,0.8584420680999756,58880,0,1423.197519865,0.42869385250581044,229,8156.23790840749,0,1,0.32468560491674653,256,0.0,0.9445413961038961,97,124.40625,7.319450378417969e-05,8.0,0,0,228,0.0
32,1,7392,256,12638043.0,181,196.25,23.25,230,4.13874077796936,106.25,32,5.394160270690918,0,0.0,13.95703125,1762702367.8332224,0.96875,36085,140.95703125,0.9889731407165527,59136,0,1428.154832131,0.3929735560954676,230,8718.835495105546,0,1,0.31137072426854406,256,0.0,0.9060067536630036,97,127.0,9.989738464355469e-05,9.0,0,0,229,0.0
32,1,7424,256,12674468.0,219,265.0,46.0,231,3.8235692977905273,108.75,32,4.953801155090332,0,0.0,14.87890625,1762702372.7905884,0.99609375,36425,142.28515625,0.8721318244934082,59392,0,1433.413959231,0.4334782357606339,231,9526.43908429969,0,1,0.3199394102249914,256,0.0,0.8908959204857642,99,127.40625,7.224082946777344e-05,8.5,0,0,230,0.0
32,1,7456,256,12710992.0,184,215.25,31.25,232,3.5653247833251953,107.875,32,5.255213975906372,0,0.0,14.359375,1762702378.0496113,1.0,36524,142.671875,1.4205236434936523,59648,0,1438.663363612,0.40535790890283535,232,10244.228007170763,0,1,0.31481670179213445,256,0.0,0.8916341334104492,99,128.3125,4.220008850097656e-05,8.125,0,0,231,0.0
32,1,7488,256,12747697.0,201,230.625,29.625,233,4.162101984024048,105.5,32,5.245967864990234,0,0.0,13.94140625,1762702383.2991388,0.9049479166666667,36705,143.37890625,0.8266663551330566,59904,0,1443.808969104,0.3885091103305216,233,8818.861272715014,0,1,0.30302032517757616,256,0.0,0.898824742965368,97,129.4375,0.00011706352233886719,8.0,0,0,232,0.0
32,1,7520,256,12784152.0,179,200.75,24.75,234,3.0206127166748047,110.125,32,5.142173528671265,0,0.0,14.77734375,1762702388.4447432,1.0,36455,142.40234375,0.8509283065795898,60160,0,1448.970948699,0.4488967447025434,234,12068.743470076803,0,1,0.328983806592232,256,0.0,0.9280297176781551,99,127.625,1.0013597011566162,7.875,0,0,233,0.0
32,1,7552,256,12818585.0,182,208.875,26.875,235,4.113906621932983,106.875,32,5.158455848693848,0,0.0,13.25390625,1762702393.6066942,0.94140625,34433,134.50390625,0.7899336814880371,60416,0,1454.212744247,0.42613668850949055,235,8369.903151525865,0,1,0.3189278120322553,256,0.0,0.9303989955357144,97,121.25,4.267692565917969e-05,8.0,0,0,234,0.0
32,1,7584,256,12855060.0,203,222.75,28.125,236,4.107221364974976,105.125,32,5.237727880477905,0,0.0,14.38671875,1762702398.8481948,0.96875,36475,142.48046875,0.850980281829834,60672,0,1459.548064761,0.431506030930197,236,8880.699811080729,0,1,0.32528662750300374,256,0.0,0.9474028087797619,97,128.09375,0.00012350082397460938,8.125,0,0,235,0.0
32,1,7616,256,12889357.0,165,185.75,25.375,237,4.237136125564575,104.375,32,5.331665277481079,0,0.0,13.50390625,1762702404.183808,1.0,34297,133.97265625,0.8381297588348389,60928,0,1464.705359294,0.4839210489326756,237,8094.3823808422285,0,1,0.34177723434010654,256,0.0,0.9666201636904762,96,120.46875,0.00010800361633300781,8.0,0,0,236,0.0
32,1,7648,256,12927072.0,200,231.5,32.5,238,4.004391670227051,103.75,32,5.15345573425293,0,0.0,15.60546875,1762702409.341032,0.9296875,37715,147.32421875,0.86942458152771,61184,0,1468.916397496,0.41957476969592233,238,9418.40936300358,0,1,0.31498745565621744,256,0.0,0.9206916781135531,96,131.71875,6.651878356933594e-05,7.75,0,0,237,0.0
32,1,7680,256,12959917.0,157,175.625,23.5,239,2.978639602661133,105.875,32,4.2075254917144775,0,0.0,12.95703125,1762702413.5521562,1.0,32845,128.30078125,0.9741039276123047,61440,0,1474.07341554,0.4094946649472176,239,11026.845936868662,0,1,0.3185232754438641,256,0.0,0.9108289496961373,97,115.34375,8.7738037109375e-05,8.0,0,0,238,0.0
32,1,7712,256,12997430.0,230,259.25,32.25,240,1.8879616260528564,105.125,32,5.153363466262817,0,0.0,14.91015625,1762702418.7090967,0.9322916666666666,37513,146.53515625,0.904766321182251,61696,0,1480.442719609,0.4443407066858448,240,19869.577581631293,0,1,0.3233783487404428,256,0.0,0.9418736049107143,96,131.625,2.0024592876434326,8.0,0,0,239,0.0
32,1,7744,256,13033122.0,193,213.875,23.75,241,4.922526597976685,107.625,32,6.365314722061157,0,0.0,13.890625,1762702425.078264,0.94921875,35692,139.421875,0.8912534713745117,61952,0,1485.294191865,0.41629546737253686,241,7250.748023316024,0,1,0.314641331841609,256,0.0,0.9097357557806776,98,125.53125,6.556510925292969e-05,8.25,0,0,240,0.0
32,1,7776,256,13070709.0,176,200.375,24.75,242,3.353013277053833,109.5,32,4.847961664199829,0,0.0,15.23046875,1762702429.9299023,0.96875,37587,146.82421875,0.9365642070770264,62208,0,1489.963921712,0.46896368612192985,242,11209.916840241769,0,1,0.324617932536886,256,0.0,0.8930013020833333,101,131.59375,7.891654968261719e-05,8.5,0,0,241,0.0
32,1,7808,256,13103981.0,175,205.25,30.25,243,2.5633597373962402,105.5,32,4.665889501571655,0,0.0,13.03125,1762702434.5995474,1.0,33272,129.96875,0.8426659107208252,62464,0,1496.378759573,0.4160398223555485,243,12979.840291084694,0,1,0.324095241256824,256,0.0,0.9392485119047619,97,116.9375,1.0014452934265137,8.0,0,0,242,0.0
32,1,7840,256,13137713.0,185,209.75,27.0,244,4.186183214187622,105.625,32,6.411440134048462,0,0.0,12.453125,1762702441.0145745,0.97265625,33732,131.765625,0.9690465927124023,62720,0,1501.152383714,0.4183670126421505,244,8057.9368541914355,0,1,0.3194442527719366,256,0.0,0.9233681682900433,97,119.3125,1.001434564590454,8.0,0,0,243,0.0
