trainer_probs/std,time/broadcast_weights,sequence_masked_low/min,time/step,perf/mfu,masked_mismatch_kl/mean,loss/median,is_masked_low/median,is_masked/min,inference_probs/mean,time/forward_backward,mismatch_kl/median,mismatch_kl/mean,masked_mismatch_kl/median,is_masked/median,optim/grad_norm,is_masked_high/mean,unmasked_mismatch_kl/mean,optim/lr,entropy/median,inference_probs/median,loss/max,loss/min,time/load_data,_runtime,is_masked/mean,mismatch_kl/std,mismatch_kl/min,trainer_probs/median,inference_probs/min,loss/mean,trainer_probs/max,is_masked_low/std,perf/throughput_per_gpu,sequence_masked_low/median,unmasked_mismatch_kl/min,is_masked/max,sequence_masked_low/mean,is_masked_low/max,sequence_masked_low/std,entropy/max,trainer_probs/mean,unmasked_mismatch_kl/max,perf/peak_memory,_timestamp,loss/std,mismatch_kl/max,time/save_weights,sequence_masked_low/max,inference_probs/std,time/save_ckpt,_step,is_masked_high/max,is_masked_high/min,is_masked_low/mean,time/wait_for_batch,is_masked_low/min,entropy/mean,unmasked_mismatch_kl/std,unmasked_mismatch_kl/median,masked_mismatch_kl/max,trainer_probs/min,is_masked_high/median,entropy/std,perf/throughput,step,inference_probs/max,is_masked_high/std,entropy/min,masked_mismatch_kl/min,masked_mismatch_kl/std,is_masked/std
0.35410454869270325,0.0,0,18.94516634941101,0.0,0.0,3.6423318761080736e-06,0,0,0.6342189311981201,12.73644757270813,0.0010152519680559635,0.0010282046860083938,0.0,0,0.004226722754538059,0.0,0.0010282046860083938,1e-06,0.774810791015625,0.7422266006469727,0.00024968452635221183,-0.0002901616389863193,0.008199691772460938,34.749113208,0.0,0.00023529589816462249,0,0.7428298592567444,2.5945144699335287e-08,9.264922482543625e-06,1,0.0,0.0,0,0.0,0,0,0,0,7.021622657775879,0.6339759826660156,0.00215996615588665,5.4453125,1762700990.4021788,7.761239976389334e-05,0.00215996615588665,0.0,0,0.35397520661354065,0.0,0,0,0,0.0,6.000772953033447,0,0.9309959411621094,0.00023529589816462249,0.0010152519680559635,0.0,2.4871424031402967e-08,0,0.8895789384841919,0.0,0,1,0.0,0,0,0.0,0.0
0.35611599683761597,0.8828177452087402,0,9.115480184555054,5.053505711370328,0.0,4.9180002861248795e-06,0,0,0.6291335225105286,9.08027720451355,0.0010553703177720308,0.0010465733939781785,0.0,0,0.003737866645678878,0.0,0.0010465733939781785,1e-06,0.7835922241210938,0.7362937331199646,0.00026002642698585987,-0.00020452802709769458,0.006453514099121094,43.758409492,0.0,0.0002739242045208812,0,0.7363078594207764,3.9503110116356766e-08,1.1226538845221512e-05,1,0.0,3855.0555357758158,0,0.0,0,0,0,0,7.344631195068359,0.6289715766906738,0.0020235527772456408,6.287109375,1762701000.411128,7.31421823729761e-05,0.0020235527772456408,0.8828177452087402,0,0.3559758961200714,0.0,1,0,0,0.0,0.000102996826171875,0,0.9515867233276367,0.0002739242045208812,0.0010553703177720308,0.0,3.841962481487826e-08,0,0.9222344756126404,15420.222143103263,1,1,0.0,0,0,0.0,0.0
0.3561248481273651,0.7431902885437012,0,8.317074060440063,4.849472530198246,0.004638083279132843,3.5654622934089275e-06,0,0,0.6317077279090881,8.277376651763916,0.0012415918754413724,0.0012862704461440444,0.0,0,0.006981974001973867,0.0,0.001276639522984624,1e-06,0.7760982513427734,0.7415571808815002,0.0009614425944164395,-0.00033170898677781224,0.013065338134765625,104.245383108,9.470414624956902e-06,0.0004154405032750219,0,0.7411017417907715,2.0159749425374685e-08,2.6300924218958244e-05,1,0.0030774041078984737,3699.409279595747,0,0.0,1,0,1,0,7.74334716796875,0.6316573619842529,0.003676434513181448,11.49609375,1762701058.7114325,0.00015295101911760867,0.00396036496385932,0.7431902885437012,0,0.35592082142829895,0.0,7,0,0,9.470414624956902e-06,0.0001544952392578125,0,0.9424854516983032,0.00038078887155279517,0.0012415918754413724,1.2059016227722168,2.221793593548682e-08,0,0.916358232498169,14797.637118382989,7,1,0.0,0,0,0.07478684186935425,0.0030774041078984737
0.35605329275131226,0.7485935688018799,0,10.433074235916138,4.792855114320063,0.0,7.282795195351355e-06,0,0,0.6372522711753845,9.398760557174683,0.0013519999338313937,0.0013492421712726355,0.0,0,0.006663432810455561,0.0,0.0013492421712726355,1e-06,0.7512092590332031,0.752379834651947,0.0005575355025939643,-0.0012078669387847185,0.008294343948364258,115.006141426,0.0,0.00040963408537209034,0,0.7538475394248962,1.967574192462962e-08,1.5296263882191852e-05,1,0.0,3656.218810450452,0,0.0,0,0,0,0,8.200334548950195,0.6372910141944885,0.0031236077193170786,11.49609375,1762701069.9170556,0.00015879372949711978,0.0031236077193170786,0.7485935688018799,0,0.3558237552642822,0.0,8,0,0,0.0,1.0002360343933105,0,0.9304200410842896,0.00040963408537209034,0.0013519999338313937,0.0,1.8481570052131246e-08,0,0.9236353039741516,14624.875241801808,8,1,0.0,0,0,0.0,0.0
0.35513943433761597,0.9757394790649414,0,9.71410083770752,4.7637828060152225,0.0,6.186098289617803e-06,0,0,0.6256430745124817,9.67695665359497,0.0015364271821454167,0.001600239658728242,0.0,0,0.004486377816647291,0.0,0.001600239658728242,1e-06,0.8019065856933594,0.7257297039031982,0.0003160824126098305,-0.00029740590252913535,0.008217811584472656,123.524132223,0.0,0.0005670016980729997,0,0.7267336845397949,3.6583283957725143e-08,1.175239412987139e-05,1,0.0,3634.0410650456756,0,0.0,0,0,0,0,7.292070388793945,0.6256743669509888,0.005353202112019062,11.49609375,1762701080.6260114,9.740217501530424e-05,0.005353202112019062,0.9757394790649414,0,0.3548086881637573,0.0,9,0,0,0.0,0.00014710426330566406,0,0.9558125734329224,0.0005670016980729997,0.0015364271821454167,0.0,3.812471405240103e-08,0,0.8989490270614624,14536.164260182702,9,1,0.0,0,0,0.0,0.0
0.3540472984313965,0.838294506072998,0,8.589163780212402,4.684213550531822,0.0,5.262188551569125e-06,0,0,0.6257884502410889,8.559950828552246,0.002060949569568038,0.00217048148624599,0.0,0,0.005687624681740999,0.0,0.00217048148624599,1e-06,0.7953014373779297,0.7246562838554382,0.0004767049103975296,-0.00032111621112562716,0.006043195724487305,142.191600156,0.0,0.0010081182699650526,0,0.7253545522689819,2.6142352282931824e-08,2.0938572561135516e-05,1,0.0,3573.3418363619767,0,0.0,0,0,0,0,7.247978210449219,0.625946044921875,0.009597319178283215,11.498046875,1762701098.643105,0.00011357441690051928,0.009597319178283215,0.838294506072998,0,0.3535904884338379,0.0,11,0,0,0.0,0.0001552104949951172,0,0.9460785984992981,0.0010081182699650526,0.002060949569568038,0.0,2.4212564397885217e-08,0,0.889134407043457,14293.367345447907,11,1,0.0,0,0,0.0,0.0
0.3555276095867157,0.6624650955200195,0,8.369579076766968,4.7930573112747865,0.03064906783401966,1.7097434465540573e-05,0,0,0.6343093514442444,8.33663034439087,0.002829120494425297,0.0032787732779979706,0.0,0,0.014525002799928188,1.027886537485756e-05,0.0031586128752678633,1e-06,0.7595291137695312,0.7451165318489075,0.0016421399777755141,-0.0013226548908278346,0.005677223205566406,168.428661801,1.027886537485756e-05,0.002476853784173727,0,0.7480261325836182,3.046165986120286e-08,3.561336052371189e-05,1,0.0,3656.3730559453907,0,0.0,1,0,0,0,7.331974029541016,0.6346184611320496,0.01523519866168499,11.498046875,1762701126.3313413,0.0003312080225441605,0.033357709646224976,0.6624650955200195,0,0.35471224784851074,0.0,14,1,0,0.0,8.869171142578125e-05,0,0.9212446212768555,0.0016224415739998221,0.00282266759313643,7.968757629394531,2.9762542652633783e-08,0,0.8906718492507935,14625.492223781563,14,1,0.003206067020073533,0,0,0.4942013919353485,0.003206067020073533
0.35531511902809143,0.8460121154785156,0,9.163754940032959,4.765520362003251,0.026277927681803703,8.72860437084455e-06,0,0,0.6368851661682129,8.134241342544556,0.0035185660235583782,0.00385165773332119,0.0,0,0.007574110757559538,1.0960826330119744e-05,0.003782722633332014,1e-06,0.7410736083984375,0.7513011693954468,0.00044678253470920026,-0.00038939129444770515,0.006133556365966797,185.586479721,2.1921652660239488e-05,0.0023076063953340054,0,0.7536858916282654,2.6080595461053235e-08,3.0368630177690648e-05,1,0.003310713917016983,3635.3665557471695,0,0.0,1,0,1,0,7.3888044357299805,0.6371749043464661,0.01657184585928917,11.498046875,1762701144.138131,0.00013727645273320377,0.01739545539021492,0.8460121154785156,0,0.3544589579105377,0.0,16,1,0,1.0960826330119744e-05,1.0001683235168457,0,0.9154197573661804,0.002133494010195136,0.003504459746181965,5.68580961227417,2.681058042242057e-08,0,0.89571213722229,14541.466222988678,16,1,0.003310713917016983,0,0,0.35802873969078064,0.0046820309944450855
0.35620734095573425,0.6199862957000732,0,6.483656406402588,4.884805428229715,0.12745222449302673,1.4442934116232209e-05,0,0,0.6405923962593079,6.454605340957642,0.003956055734306574,0.004870470147579908,0.0,0,0.0072697303257882595,2.3571285055368207e-05,0.004328340757638216,1e-06,0.7279033660888672,0.7585541009902954,0.0004567389260046184,-0.0005827881395816803,0.004908561706542969,195.420990646,7.071385334711522e-05,0.006838660687208176,0,0.762121319770813,2.2045538727866187e-08,3.7270809116307646e-05,1,0.006865923758596182,3726.362901879134,0,0.0,1,0,1,0,8.324735641479492,0.6410894393920898,0.014827321283519268,11.498046875,1762701151.256285,0.00016067351680248976,0.1068573147058487,0.6199862957000732,0,0.3551936447620392,0.0,17,1,0,4.7142570110736415e-05,5.793571472167969e-05,0,0.920410692691803,0.002170862862840295,0.0038217685651034117,23.333383560180664,2.0656177213140836e-08,0,0.9417495131492615,14905.451607516536,17,1,0.004854998551309109,0,0,1.4794230461120605,0.008408905938267708
0.3546087443828583,0.7233397960662842,0,7.425273180007935,4.792350970777337,0.23826104402542114,1.2894885003333911e-05,0,0,0.6412619948387146,7.396329879760742,0.00595255009829998,0.0068781496956944466,0.0,0,0.008599163964390755,3.2339434255845845e-05,0.006221216171979904,1e-06,0.7354393005371094,0.7564215064048767,0.0005501294508576393,-0.0007175928330980241,0.0054302215576171875,212.959633226,0.00020481641695369035,0.005034950096160173,0,0.7608131170272827,2.2229210472346494e-08,3.609361010603607e-05,1,0.013131988234817982,3655.8342256757996,0,0.0,1,0,1,0,7.628511905670166,0.6413281559944153,0.020856358110904694,11.498046875,1762701169.2616537,0.00017981696873903275,0.061921559274196625,0.7233397960662842,0,0.3531695306301117,0.0,19,1,0,0.0001724769826978445,7.128715515136719e-05,0,0.9027055501937866,0.003026568563655019,0.00567677803337574,18.69065284729004,2.179181812778097e-08,0,0.8888615369796753,14623.336902703199,19,1,0.005686716176569462,0,0,1.384731650352478,0.014310020953416824
